9489,79,1678,16346,0,18,60,105,14,8,149,1452,0,2150,1131,0,1,1243,24,3715,3799,31599,460,3532,19,522,1187,547,733,0,1820,1334,0
12656,100,101,23319,10,25,674,121,39,1,1687,1650,9,6534,1561,16,49,1902,2387,894,28,29177,557,97,1239,613,3019,810,902,1239,2826,0,1334
14069,107,140,25058,0,24,2065,61,0,1,608,1292,0,2269,1571,1,24,3277,2808,979,31,39045,585,96,3687,431,1579,718,1531,3131,0,2826,1820
6376,915,1,72349,1,15,4948,203,34,0,3454,327,0,2512,0,25,20,2598,1768,0,39,2341,0,46,724,8,3006,0,178,0,3131,1239,0
5933,4877,378,59580,0,2185,362,4007,64,0,310,421,0,198,2451,1702,2124,966,168,1389,239,1937,3500,207,190,4353,807,3341,0,178,1531,902,733
14976,1290,235,26315,0,3888,228,1608,40,0,237,2611,0,3112,4757,2784,2473,649,86,1439,60,349490,4061,104,3,3817,619,0,3341,0,718,810,547
10460,126,72,19674,0,0,881,80,0,0,1050,1312,1,4116,1275,24,24,2473,1154,643,22,22575,451,6,958,350,0,619,807,3006,1579,3019,1187
12236,1069,119,19250,0,2200,140,1297,40,0,111,1832,0,3235,3236,1428,1254,399,0,1173,52,321843,3078,96,0,0,350,3817,4353,8,431,613,522
5933,838,0,67100,12,13,4193,219,1,0,3519,285,0,2154,0,39,27,3113,1958,24,72,2311,3,50,0,0,958,3,190,724,3687,1239,19
6055,877,8078,68904,1,20,42,191,54,0,22,1989,0,15,168,21,24,96,56,6310,3987,2587,159,0,50,96,6,104,207,46,96,97,3532
14019,1910,182,22822,0,2495,160,927,38,3,199,2547,1,2975,5216,4129,1778,486,53,1034,29,198526,0,159,3,3078,451,4061,3500,0,585,557,460
205094,632,563,21088,12,1913,556,780,12,12,664,2534,12,2698,287472,2258,1475,36425,2318,36548,6713,0,198526,2587,2311,321843,22575,349490,1937,2341,39045,29177,31599
6173,1178,8171,70685,0,170,35,336,42,0,43,3630,0,28,25,87,39,26,45,5968,0,6713,29,3987,72,52,22,60,239,39,31,28,3799
15442,128,2652,28441,1,39,189,87,38,0,226,2440,0,2975,2448,0,76,875,30,0,5968,36548,1034,6310,24,1173,643,1439,1389,0,979,894,3715
6090,732,1,66933,0,16,3222,294,40,0,4392,281,0,1277,1,16,8,2791,0,30,45,2318,53,56,1958,0,1154,86,168,1768,2808,2387,24
12379,124,84,19665,1,0,1079,115,0,19,1251,1569,0,2623,1398,27,0,0,2791,875,26,36425,486,96,3113,399,2473,649,966,2598,3277,1902,1243
6485,5155,8,65872,0,2531,2,4501,46,0,26,501,0,24,2973,1894,0,0,8,76,39,1475,1778,24,27,1254,24,2473,2124,20,24,49,1
107569,6214,24,72309,0,1878,1,3734,99,0,8,467,0,36,1827,0,1894,27,16,0,87,2258,4129,21,39,1428,24,2784,1702,25,1,16,0
12154,1143,114,19835,0,2019,131,1146,38,0,227,1842,0,2853,0,1827,2973,1398,1,2448,25,287472,5216,168,0,3236,1275,4757,2451,0,1571,1561,1131
5662,816,0,62327,0,56,3751,146,1,0,4343,281,0,0,2853,36,24,2623,1277,2975,28,2698,2975,15,2154,3235,4116,3112,198,2512,2269,6534,2150
316,118,0,45,16,0,5,9,57,4,0,4,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,9,0
782,1015,558,38232,15,553,591,997,262,1,621,0,4,281,1842,467,501,1569,281,2440,3630,2534,2547,1989,285,1832,1312,2611,421,327,1292,1650,1452
6142,461,431,1046113,6,8,758,533,50,299,0,621,0,4343,227,8,26,1251,4392,226,43,664,199,22,3519,111,1050,237,310,3454,608,1687,149
319,0,2,42,77,0,6,2,0,0,299,1,4,0,0,0,0,19,0,0,0,12,3,0,0,0,0,0,0,0,1,1,8
315,170,72,21,4,40,54,115,0,0,50,262,57,1,38,99,46,0,40,38,42,12,38,54,1,40,0,40,64,34,0,39,14
3743,1178,394,1045841,2,6837,504,0,115,2,533,997,9,146,1146,3734,4501,115,294,87,336,780,927,191,219,1297,80,1608,4007,203,61,121,105
6302,477,465,1048711,7,3,0,504,54,6,758,591,5,3751,131,1,2,1079,3222,189,35,556,160,42,4193,140,881,228,362,4948,2065,674,60
7140,4344,4,72093,0,0,3,6837,40,0,8,553,0,56,2019,1878,2531,0,16,39,170,1913,2495,20,13,2200,0,3888,2185,15,24,25,18
313,0,0,37,0,0,7,2,4,77,6,15,16,0,0,0,0,1,0,1,0,12,0,1,12,0,0,0,0,1,0,10,0
6812,1053573,1045714,0,37,72093,1048711,1045841,21,42,1046113,38232,45,62327,19835,72309,65872,19665,66933,28441,70685,21088,22822,68904,67100,19250,19674,26315,59580,72349,25058,23319,16346
6009,507,0,1045714,0,4,465,394,72,2,431,558,0,0,114,24,8,84,1,2652,8171,563,182,8078,0,119,72,235,378,1,140,101,1678
7044,0,507,1053573,0,4344,477,1178,170,0,461,1015,118,816,1143,6214,5155,124,732,128,1178,632,1910,877,838,1069,126,1290,4877,915,107,100,79
0,7044,6009,6812,313,7140,6302,3743,315,319,6142,782,316,5662,12154,107569,6485,12379,6090,15442,6173,205094,14019,6055,5933,12236,10460,14976,5933,6376,14069,12656,9489

