11,17488027,193960,73458232,1820520
10,40844916,192782,166888090,1816844
13,24859370,191229,102939691,1805104
12,41750462,191055,170505425,1805170
14,27080952,192756,111828443,1813696
5,14451692,213092,61534726,2031828
7,17273793,191849,72602735,1815388
9,15858537,203832,67098609,1916540
8,17529684,202338,73781052,1907064
3,24835251,298410,104704231,2832876
6,15371070,196647,65039780,1857068
1,28052762,218519,115951087,2075264
4,14517325,203950,61730755,1914940
2,25699062,206634,106486743,1941832
0,22973279,509390,98060548,4222032
