35302,196928,460,0,508,0,0,6388,8,260,0,0,5964,8,364,0,8608,144,0,144,0,1008,3196,5176,2256,0,0,0,19136,0,13872,5824,12852,16388,2600,1808,17664,15440,5148,13604,92203,1164,14448,4588,0
27230,130644,260,0,488,0,0,5388,8,6652,0,0,7464,8,188,0,188,0,0,5912,592,1316,0,0,80,6400,0,5116,0,4780,10292,5456,5312,6828,4760,8668,8804,7956,4032,6760,69172,5904,7844,0,4588
78973,326332,19516,0,644,0,0,8104,8,264,0,0,6036,8,320,144,276,128,0,152,47964,9044,0,0,232,0,36,0,0,0,4152,2636,35124,7964,4796,4308,7984,6208,2276,15716,191983,2668,0,7844,14448
27250,131564,476,0,216,0,0,4976,8,6596,0,0,7788,8,204,0,292,0,0,7684,180,1600,164,0,80,4920,0,24,0,10548,1640,856,1064,1236,4132,9608,1412,1456,984,1080,56560,0,2668,5904,1164
1362978,168856,4892,32,4300,32,32,13533,40,4208,32,32,9337,48,5880,32,4392,9373,7940,5076,11892,11764,6144,4740,21277,4564,7964,5068,15819,5452,141862,71760,253611,562879,58168,111570,1372898,1049444,54955,796956,0,56560,191983,69172,92203
63326,293728,448,0,9496,0,0,8156,8,204,0,0,21760,8,6844,0,364,11772,13108,164,0,452,456,16,192,60,9644,84,16,0,1764,1792,12172,13712,3180,1648,24456,15384,1300,0,796956,1080,15716,6760,13604
27348,141464,404,0,536,0,0,4916,8,244,0,0,4172,8,100,0,6428,128,0,152,0,864,4804,7980,5728,0,36,0,5136,0,5960,6480,1140,1476,1712,1372,1952,1424,0,1300,54955,984,2276,4032,5148
65636,282180,500,0,6736,64,48,5988,56,320,0,48,9812,8,9624,0,336,12832,19216,164,156,1088,0,16,364,0,14700,0,16,0,2360,1244,3596,17264,2860,1504,23996,0,1424,15384,1049444,1456,6208,7956,15440
78512,393848,368,0,8616,0,0,8952,8,272,0,0,28816,8,11104,0,252,14364,8980,152,8,1052,0,0,240,168,14656,0,0,0,3304,2716,5616,22592,3900,1960,0,23996,1952,24456,1372898,1412,7984,8804,17664
52987,256569,468,0,1244,0,0,10816,8,13152,0,0,13344,8,572,0,704,204,0,10436,1732,3868,0,0,160,11152,0,24616,8,1656,1920,1524,2332,2440,14120,0,1960,1504,1372,1648,111570,9608,4308,8668,1808
29226,115726,484,0,564,0,0,7260,8,7256,0,0,6128,8,96,144,368,128,0,1288,1160,1028,0,0,96,6408,36,32,8,14668,2772,1808,5092,3788,0,14120,3900,2860,1712,3180,58168,4132,4796,4760,2600
73365,351400,472,0,9764,0,0,8636,8,376,0,0,23916,8,9025,84,304,19952,12196,8,0,1644,304,16,372,0,10544,0,16,0,3516,1568,3468,0,3788,2440,22592,17264,1476,13712,562879,1236,7964,6828,16388
77518,323916,18868,0,856,0,0,6276,8,332,0,0,6520,8,336,120,180,0,0,460,7152,46448,432,0,376,0,0,0,0,0,2176,1664,0,3468,5092,2332,5616,3596,1140,12172,253611,1064,35124,5312,12852
33428,140596,256,0,404,0,0,5644,8,224,0,0,5552,8,148,0,7780,0,0,8,0,596,5948,3260,12168,0,0,0,3160,0,7884,0,1664,1568,1808,1524,2716,1244,6480,1792,71760,856,2636,5456,5824
52889,213317,684,0,624,0,0,9436,8,372,0,0,8060,8,472,0,11816,0,0,152,152,1440,18252,10508,11324,0,0,0,2684,0,0,7884,2176,3516,2772,1920,3304,2360,5960,1764,141862,1640,4152,10292,13872
21992,144092,120,0,2048,0,0,1200,24,23581,0,80,16,8,2016,240,0,40,108,4960,180,308,48,64,112,5724,56,204,32,0,0,0,0,0,14668,1656,0,0,0,0,5452,10548,0,4780,0
23467,135460,8,0,4256,0,52,12408,24,0,0,0,52,8,1880,0,23264,76,104,196,104,440,3516,6208,22516,64,56,76,0,32,2684,3160,0,16,8,8,0,16,5136,16,15819,0,0,0,19136
20283,156472,120,0,1984,0,0,1200,24,22400,0,0,148,8,2064,0,0,0,16,6796,56,364,84,104,192,4740,72,0,76,204,0,0,0,0,32,24616,0,0,0,84,5068,24,0,5116,0
36832,252070,68,52,25420,0,0,2400,24,0,0,0,9032,8,23696,0,0,14732,4620,276,156,300,48,32,260,16,0,72,56,56,0,0,0,10544,36,0,14656,14700,36,9644,7964,0,36,0,0
19352,127940,104,0,1408,0,0,1200,8,21388,0,8,0,8,2484,0,48,56,104,168,140,272,32,108,128,0,16,4740,64,5724,0,0,0,0,6408,11152,168,0,0,60,4564,4920,0,6400,0
22358,160654,232,0,3576,0,0,10884,48,200,0,0,680,8,3252,12,22676,828,224,304,356,524,6616,1964,0,128,260,192,22516,112,11324,12168,376,372,96,160,240,364,5728,192,21277,80,232,80,2256
19253,142108,8,0,2264,0,0,2596,8,0,0,8,0,8,1696,120,25925,16,40,0,48,312,3916,0,1964,108,32,104,6208,64,10508,3260,0,16,0,0,0,16,7980,16,4740,0,0,0,5176
