6753,1053576,95342,1046154,37198,31480,1045736,21243,30975,106290,1045860,37973,33224,105440,1048716,100165,99,95018,28253,95809,30446,80233,30576,0
18746,1844,3130,396,2832,4341,140,38182,2898,12,220,2306,1612,3,2164,5731,5242,27,3063,4914,2110,5216,0,30576
7207,6528,2764,405,2391,5325,1030,8175,1582,203,710,16306,1710,142,5587,4030,2,172,4407,111,1152,0,5216,80233
10802,116,389,944,27990,2081,1245,267372,4496,3456,1167,2024,3972,2882,437,146,4444,754,1691,7979,0,1152,2110,30446
7852,0,34,4423,7208,4562,4025,3374,6548,1609,4598,496,6995,3077,57,78,76,3003,4031,0,7979,111,4914,95809
15860,1736,4154,360,32872,3534,139,30823,14260,0,140,2354,1161,0,1580,3226,4421,27,0,4031,1691,4407,3063,28253
109094,0,24,4427,3851,52,4306,2792,3509,3270,4594,486,4037,2193,90,45,60,0,27,3003,754,172,27,95018
369,90,8,246,5988,5201,120,169,4707,39,120,278,5232,40,56,30,0,60,4421,76,4444,2,5242,99
8798,5332,4974,680,446,3839,645,4069,174,25,400,963,309,31,6183,0,30,45,3226,78,146,4030,5731,100165
6279,1374,4537,817,562,2271,745,703,590,73,527,1049,709,51,0,6183,56,90,1580,57,437,5587,2164,1048716
8826,0,106,4058,3403,1,5779,3196,3973,3312,4513,591,3469,0,51,31,40,2193,0,3077,2882,142,3,105440
12833,167,53,4231,6227,1933,1453,255548,3853,3052,636,2171,0,3469,709,309,5232,4037,1161,6995,3972,1710,1612,33224
780,888,1292,851,2258,2362,700,2461,2593,586,590,0,2171,591,1049,963,278,486,2354,496,2024,16306,2306,37973
3700,504,472,693,1718,191,550,717,1858,6234,0,590,636,4513,527,400,120,4594,140,4598,1167,710,220,1045860
8811,18,65,4932,5404,1,3511,2894,2185,0,6234,586,3052,3312,73,25,39,3270,0,1609,3456,203,12,106290
11843,212,474,1183,13624,2586,797,1048218,0,2185,1858,2593,3853,3973,590,174,4707,3509,14260,6548,4496,1582,2898,30975
205353,603,3516,520,1070750,53286,509,0,1048218,2894,717,2461,255548,3196,703,4069,169,2792,30823,3374,267372,8175,38182,21243
6037,19155,593,753,1113,198,0,509,797,3511,550,700,1453,5779,745,645,120,4306,139,4025,1245,1030,140,1045736
18676,1588,5449,325,1906,0,198,53286,2586,1,191,2362,1933,1,2271,3839,5201,52,3534,4562,2081,5325,4341,31480
14213,194,3,1631,0,1906,1113,1070750,13624,5404,1718,2258,6227,3403,562,446,5988,3851,32872,7208,27990,2391,2832,37198
6139,4560,580,0,1631,325,753,520,1183,4932,693,851,4231,4058,817,680,246,4427,360,4423,944,405,396,1046154
8247,6033,0,580,3,5449,593,3516,474,65,472,1292,53,106,4537,4974,8,24,4154,34,389,2764,3130,95342
6973,0,6033,4560,194,1588,19155,603,212,18,504,888,167,0,1374,5332,90,0,1736,0,116,6528,1844,1053576
0,6973,8247,6139,14213,18676,6037,205353,11843,8811,3700,780,12833,8826,6279,8798,369,109094,15860,7852,10802,7207,18746,6753

