5853,5480,292,304,598,305,1618,1261,1611,23,2243,1773,764,155,248,34,3568,10,2681,33,66,0,1260,77545,4410,33,0
8041,0,3773,4961,3525,3521,0,61,29,3104,1,1,5883,3474,682,40,0,2632,2804,3412,3069,15,21,105211,0,0,33
2081,2317,1862,160,3888,979,8220,4825,4692,96,2017,2038,173,2061,2336,26,5035,24,38411,1153,492,0,2226,32251,0,0,4410
6713,1053594,1045707,1045854,50360,27795,21053,65334,65048,101866,17169,19458,1046120,27471,38029,34,1048709,93641,20993,26327,101876,73,67753,0,32251,105211,77545
5409,4332,252,236,17,284,4611,2047,613,102,1400,1178,788,146,827,31,3727,15,2542,426,49,0,0,67753,2226,21,1260
298,4,116,24,0,0,8,0,0,0,1,0,45,0,6,8,4,0,0,0,13,0,0,73,0,15,0
108311,72,4600,3854,6728,3631,222,116,66,2583,303,294,4626,1377,568,40,108,1353,3098,2329,0,13,49,101876,492,3069,66
1637,168,2384,708,5418,1912,4738,1601,4,2175,434,2575,1081,2300,1460,14,1644,2508,640968,0,2329,0,426,26327,1153,3412,33
150854,607,732,717,1987441,662110,40502,7798,2783,2871,18028,31719,519,1231812,2534,0,1016,2610,0,640968,3098,0,2542,20993,38411,2804,2681
7308,6,4530,4735,4391,1810,24,52,14,3899,0,25,4088,3867,600,50,0,0,2610,2508,1353,0,15,93641,24,2632,10
5211,1162,790,487,3523,1748,3084,5049,4212,12,2304,2396,451,2341,801,122,0,0,1016,1644,108,4,3727,1048709,5035,0,3568
295,369,74,84,14,14,10,42,30,40,0,0,74,14,319,0,122,50,0,14,40,8,31,34,26,40,34
495,359,918,1034,2612,1531,2230,4472,252,656,1065,1366,576,1942,0,319,801,600,2534,1460,568,6,827,38029,2336,682,248
1946,264,2135,1381,4909,2875,5480,1125,9,3009,843,1982,869,0,1942,14,2341,3867,1231812,2300,1377,0,146,27471,2061,3474,155
5102,438,1047,773,1297,1619,140,1077,774,3932,82,129,0,869,576,74,451,4088,519,1081,4626,45,788,1046120,173,5883,764
1356,1414,1462,131,3859,2853,4346,3042,2830,48,1448,0,129,1982,1366,0,2396,25,31719,2575,294,0,1178,19458,2038,1,1773
1137,971,900,102,1735,408,4448,3010,1215,1,0,1448,82,843,1065,0,2304,0,18028,434,303,1,1400,17169,2017,1,2243
7560,8,4486,6291,4675,2092,73,196,48,0,1,48,3932,3009,656,40,12,3899,2871,2175,2583,0,102,101866,96,3104,23
5697,3731,268,278,502,293,1630,1405,0,48,1215,2830,774,9,252,30,4212,14,2783,4,66,0,613,65048,4692,29,1611
5435,4367,439,281,3068,1185,3532,0,1405,196,3010,3042,1077,1125,4472,42,5049,52,7798,1601,116,0,2047,65334,4825,61,1261
1522,1061,1581,157,9812,5032,0,3532,1630,73,4448,4346,140,5480,2230,10,3084,24,40502,4738,222,8,4611,21053,8220,0,1618
1735,231,2135,677,4521,0,5032,1185,293,2092,408,2853,1619,2875,1531,14,1748,1810,662110,1912,3631,0,284,27795,979,3521,305
2975,375,4777,2342,0,4521,9812,3068,502,4675,1735,3859,1297,4909,2612,14,3523,4391,1987441,5418,6728,0,17,50360,3888,3525,598
2533,346,1009,0,2342,677,157,281,278,6291,102,131,773,1381,1034,84,487,4735,717,708,3854,24,236,1045854,160,4961,304
5000,642,0,1009,4777,2135,1581,439,268,4486,900,1462,1047,2135,918,74,790,4530,732,2384,4600,116,252,1045707,1862,3773,292
5783,0,642,346,375,231,1061,4367,3731,8,971,1414,438,264,359,369,1162,6,607,168,72,4,4332,1053594,2317,0,5480
0,5783,5000,2533,2975,1735,1522,5435,5697,7560,1137,1356,5102,1946,495,295,5211,7308,150854,1637,108311,298,5409,6713,2081,8041,5853

