1462833,508651,509040,504052,518406,520447,508484,503900,527174,507579,507748,513158,523119,505543,516638,0
1394102,186879,182462,188083,192844,188863,190319,181724,206453,181716,187013,187459,190437,179894,0,516638
429608,171695,171886,176754,186498,185989,177870,172489,199528,170948,182246,170842,181235,0,179894,505543
431474,189240,189810,191847,194025,194862,186689,194573,212185,191434,186290,188169,0,181235,190437,523119
372283,182108,186630,183867,195691,187045,179038,181705,201202,173771,182197,0,188169,170842,187459,513158
428850,178777,190289,179369,187528,192786,186895,177719,204414,175056,0,182197,186290,182246,187013,507748
390530,176791,178023,174400,188689,182003,179688,177807,201997,0,175056,173771,191434,170948,181716,507579
398290,201581,196618,202499,206661,212571,203574,191902,0,201997,204414,201202,212185,199528,206453,527174
380400,175013,181253,175905,184260,185505,180547,0,191902,177807,177719,181705,194573,172489,181724,503900
422203,178206,184872,173695,185831,188163,0,180547,203574,179688,186895,179038,186689,177870,190319,508484
446426,182386,191293,189166,194753,0,188163,185505,212571,182003,192786,187045,194862,185989,188863,520447
908370,190776,185382,187534,0,194753,185831,184260,206661,188689,187528,195691,194025,186498,192844,518406
412009,178784,185041,0,187534,189166,173695,175905,202499,174400,179369,183867,191847,176754,188083,504052
439613,186422,0,185041,185382,191293,184872,181253,196618,178023,190289,186630,189810,171886,182462,509040
376135,0,186422,178784,190776,182386,178206,175013,201581,176791,178777,182108,189240,171695,186879,508651
0,376135,439613,412009,908370,446426,422203,380400,398290,390530,428850,372283,431474,429608,1394102,1462833

