17740,32839,1441,132,0,179,2297,1481,65,13,0,0,8199,8666,4993,2867,2690,3098,36907,13540,0
35343,64771,3843,653,15,498,3729,3998,69,1,0,0,9990,24930,10125,8060,7545,7212,92648,0,13540
207909,21091,849,509,0,518,2714,588,2856,2849,2638,2678,10465,7798,577173,183189,601115,838633,0,92648,36907
16775,32339,2616,866,0,1083,389,237,2768,3889,3433,1992,710,5384,5114,3224,3547,0,838633,7212,3098
17615,34904,2705,1173,0,1368,587,183,2971,2563,1751,5538,323,5382,4192,4868,0,3547,601115,7545,2690
17692,33674,2271,1616,0,1026,429,219,4169,2515,4548,1426,445,5530,4869,0,4868,3224,183189,8060,2867
21316,38891,3533,1481,0,1378,611,286,3619,5062,2102,4270,759,6710,0,4869,4192,5114,577173,10125,4993
12969,147350,1121,329,0,1471,11139,9373,160,33,57,71,8740,0,6710,5530,5382,5384,7798,24930,8666
12519,128924,989,581,0,1554,10120,8982,810,83,36,680,0,8740,759,445,323,710,10465,9990,8199
109533,105108,5841,3985,0,3727,15,28,2414,2294,2192,0,680,71,4270,1426,5538,1992,2678,0,0
8274,98841,4448,4584,0,4296,12,1,3563,2300,0,2192,36,57,2102,4548,1751,3433,2638,0,0
9368,99866,4110,5280,13,5231,40,1,3401,0,2300,2294,83,33,5062,2515,2563,3889,2849,1,13
9395,100567,5963,3476,0,4775,71,64,0,3401,3563,2414,810,160,3619,4169,2971,2768,2856,69,65
7625,1054176,963,434,4,682,818,0,64,1,1,28,8982,9373,286,219,183,237,588,3998,1481
4707,1087248,1202,396,36,562,0,818,71,40,12,15,10120,11139,611,429,587,389,2714,3729,2297
6703,1046606,982,428,43,0,562,682,4775,5231,4296,3727,1554,1471,1378,1026,1368,1083,518,498,179
356,63,10,139,0,43,36,4,0,13,0,0,0,0,0,0,0,0,0,15,0
6559,1046763,1164,0,139,428,396,434,3476,5280,4584,3985,581,329,1481,1616,1173,866,509,653,132
4288,1046926,0,1164,10,982,1202,963,5963,4110,4448,5841,989,1121,3533,2271,2705,2616,849,3843,1441
6744,0,1046926,1046763,63,1046606,1087248,1054176,100567,99866,98841,105108,128924,147350,38891,33674,34904,32339,21091,64771,32839
0,6744,4288,6559,356,6703,4707,7625,9395,9368,8274,109533,12519,12969,21316,17692,17615,16775,207909,35343,17740

