                                     | Core 0       | Core 1      
  Instructions                       |  14708258519 |  14697840237
  Cycles                             |   5871736000 |   5871736000
  IPC                                |         2.50 |         2.50
  Time (ns)                          |   1467934000 |   1467934000
  Idle time (ns)                     |      1798793 |       600212
  Idle time (%)                      |         0.1% |         0.0%
Branch predictor stats               |              |             
  num correct                        |    747212002 |    743895743
  num incorrect                      |      4821358 |      4808012
  misprediction rate                 |        0.64% |        0.64%
  mpki                               |         0.33 |         0.33
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |   1751736927 |   1751623266
    num misses                       |          193 |           25
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   4720471754 |   4718509176
    num misses                       |      7401988 |      7385060
    miss rate                        |        0.16% |        0.16%
    mpki                             |         0.50 |         0.50
  L2 TLB                             |              |             
    num accesses                     |      7402181 |      7385085
    num misses                       |      1529895 |      1499322
    miss rate                        |       20.67% |       20.30%
    mpki                             |         0.10 |         0.10
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |   1751736927 |   1751623266
    num cache misses                 |       435965 |       425094
    miss rate                        |        0.02% |        0.02%
    mpki                             |         0.03 |         0.03
  Cache L1-D                         |              |             
    num cache accesses               |   4720471754 |   4718509176
    num cache misses                 |    597102766 |    597178108
    miss rate                        |       12.65% |       12.66%
    mpki                             |        40.60 |        40.63
  Cache L2                           |              |             
    num cache accesses               |    603858629 |    603920409
    num cache misses                 |     66090641 |     66007028
    miss rate                        |       10.94% |       10.93%
    mpki                             |         4.49 |         4.49
  Cache L3                           |              |             
    num cache accesses               |     89922760 |     89875164
    num cache misses                 |     51226090 |     51203013
    miss rate                        |       56.97% |       56.97%
    mpki                             |         3.48 |         3.48
DRAM summary                         |              |             
  num dram accesses                  |    194237311 |            0
  average dram access latency (ns)   |      3072.49 |          inf
  average dram queueing delay        |      3011.24 |         0.00
  average dram bandwidth utilization |       16.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     35527602 |     35556614
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |            0 |            0
