                                     | Core 0     | Core 1    
  Instructions                       |  845306442 |  841061980
  Cycles                             |  351922000 |  351922000
  IPC                                |       2.40 |       2.39
  Time (ns)                          |   87980500 |   87980500
  Idle time (ns)                     |       1387 |    1386294
  Idle time (%)                      |       0.0% |       1.6%
Branch predictor stats               |            |           
  num correct                        |   49398967 |   48131358
  num incorrect                      |     309461 |     303097
  misprediction rate                 |      0.62% |      0.63%
  mpki                               |       0.37 |       0.36
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   74865268 |   74752892
    num misses                       |        264 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  280487363 |  279556366
    num misses                       |     170072 |     182685
    miss rate                        |      0.06% |      0.07%
    mpki                             |       0.20 |       0.22
  L2 TLB                             |            |           
    num accesses                     |     170336 |     182710
    num misses                       |      51966 |      50864
    miss rate                        |     30.51% |     27.84%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   74865268 |   74752892
    num cache misses                 |      26141 |      15239
    miss rate                        |      0.03% |      0.02%
    mpki                             |       0.03 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  280487363 |  279556366
    num cache misses                 |   31597145 |   31582910
    miss rate                        |     11.27% |     11.30%
    mpki                             |      37.38 |      37.55
  Cache L2                           |            |           
    num cache accesses               |   32020787 |   31993284
    num cache misses                 |    3206597 |    3184800
    miss rate                        |     10.01% |      9.95%
    mpki                             |       3.79 |       3.79
  Cache L3                           |            |           
    num cache accesses               |    4936345 |    5003440
    num cache misses                 |    3026655 |    3095923
    miss rate                        |     61.31% |     61.88%
    mpki                             |       3.58 |       3.68
DRAM summary                         |            |           
  num dram accesses                  |   11524411 |          0
  average dram access latency (ns)   |    5329.92 |        inf
  average dram queueing delay        |    5268.67 |       0.00
  average dram bandwidth utilization |     16.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |    2063988 |    2142058
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
