                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4815137009 |  5242102629 |  5650542880 |  5465382184 |  5860001932 |  5988722686 |  5997311569 |  5843496368
  Cycles                             |  2879252400 |  2879252400 |  2879252400 |  2879252400 |  2879252400 |  2879252400 |  2879252400 |  2879252400
  IPC                                |        1.67 |        1.82 |        1.96 |        1.90 |        2.04 |        2.08 |        2.08 |        2.03
  Time (ns)                          |   719813100 |   719813100 |   719813100 |   719813100 |   719813100 |   719813100 |   719813100 |   719813100
  Idle time (ns)                     |        1329 |      249899 |      255564 |      261148 |      271690 |      278036 |      287558 |      294222
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   118367065 |   262092150 |   672849268 |   611129028 |   751222476 |   794129376 |   814271492 |   762997972
  num incorrect                      |      360363 |      322412 |      295884 |      295888 |      295884 |      295902 |      280635 |      282612
  misprediction rate                 |       0.30% |       0.12% |       0.04% |       0.05% |       0.04% |       0.04% |       0.03% |       0.04%
  mpki                               |        0.07 |        0.06 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   432096900 |   431281986 |   351580879 |   351580879 |   349170136 |   349170136 |   344015290 |   344015144
    num misses                       |         204 |          33 |          33 |          33 |          33 |          33 |          33 |          33
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2078105430 |  2146693436 |  1980896816 |  1950036707 |  2008046506 |  2029499965 |  2014773662 |  1989137486
    num misses                       |    17031349 |    16505567 |    12256944 |    12941695 |    13755462 |    13298450 |    12133112 |    12587199
    miss rate                        |       0.82% |       0.77% |       0.62% |       0.66% |       0.69% |       0.66% |       0.60% |       0.63%
    mpki                             |        3.54 |        3.15 |        2.17 |        2.37 |        2.35 |        2.22 |        2.02 |        2.15
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    17031553 |    16505600 |    12256977 |    12941728 |    13755495 |    13298483 |    12133145 |    12587232
    num misses                       |      633386 |      572878 |      489712 |      472691 |      453422 |      475250 |      456762 |      469008
    miss rate                        |       3.72% |       3.47% |       4.00% |       3.65% |       3.30% |       3.57% |       3.76% |       3.73%
    mpki                             |        0.13 |        0.11 |        0.09 |        0.09 |        0.08 |        0.08 |        0.08 |        0.08
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   432096900 |   431281986 |   351580879 |   351580879 |   349170136 |   349170136 |   344015290 |   344015144
    num cache misses                 |      685981 |      444992 |      412877 |      373960 |      352616 |      420489 |      375540 |      414372
    miss rate                        |       0.16% |       0.10% |       0.12% |       0.11% |       0.10% |       0.12% |       0.11% |       0.12%
    mpki                             |        0.14 |        0.08 |        0.07 |        0.07 |        0.06 |        0.07 |        0.06 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2078105430 |  2146693436 |  1980896816 |  1950036707 |  2008046506 |  2029499965 |  2014773662 |  1989137486
    num cache misses                 |   128836998 |   128426403 |   105685065 |   105691520 |   104214848 |   104221039 |   102410991 |   102407731
    miss rate                        |       6.20% |       5.98% |       5.34% |       5.42% |       5.19% |       5.14% |       5.08% |       5.15%
    mpki                             |       26.76 |       24.50 |       18.70 |       19.34 |       17.78 |       17.40 |       17.08 |       17.53
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |   132953600 |   131168077 |   108115997 |   108799454 |   107153611 |   106597120 |   104881316 |   105536862
    num cache misses                 |    44660843 |    44721676 |    33944827 |    34359077 |    31922078 |    32631996 |    32560226 |    32322133
    miss rate                        |      33.59% |      34.09% |      31.40% |      31.58% |      29.79% |      30.61% |      31.04% |      30.63%
    mpki                             |        9.28 |        8.53 |        6.01 |        6.29 |        5.45 |        5.45 |        5.43 |        5.53
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    48109901 |    47018358 |    35963283 |    37113475 |    34514305 |    34588774 |    34670199 |    35043684
    num cache misses                 |    10353059 |     7460887 |     6866152 |     9583069 |     7380469 |     5064003 |     5177274 |     6813656
    miss rate                        |      21.52% |      15.87% |      19.09% |      25.82% |      21.38% |      14.64% |      14.93% |      19.44%
    mpki                             |        2.15 |        1.42 |        1.22 |        1.75 |        1.26 |        0.85 |        0.86 |        1.17
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30365719 |           0 |           0 |           0 |    30323715 |           0 |           0 |           0
  average dram access latency (ns)   |      168.78 |         inf |         inf |         inf |      172.66 |         inf |         inf |         inf
  average dram queueing delay        |      107.53 |        0.00 |        0.00 |        0.00 |      111.41 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       5.00% |       0.00% |       0.00% |       0.00% |       5.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     6096725 |     3963964 |     3534590 |     5154653 |     2806144 |     2200361 |     2206337 |     3084223
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |     2413092 |     2127155 |     1685644 |     2418628 |     3522744 |     1909748 |     1911721 |     2252972
