                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  112475764 |  114451524 |  113434422 |  116465166 |  116132973 |  116280571
  Cycles                             |   42898200 |   42898200 |   42898200 |   42898200 |   42898200 |   42898200
  IPC                                |       2.62 |       2.67 |       2.64 |       2.71 |       2.71 |       2.71
  Time (ns)                          |   42898200 |   42898200 |   42898200 |   42898200 |   42898200 |   42898200
  Idle time (ns)                     |        281 |     559095 |     561703 |     564081 |     566384 |     568577
  Idle time (%)                      |       0.0% |       1.3% |       1.3% |       1.3% |       1.3% |       1.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |     812062 |    1721621 |    1382340 |    2392905 |   20150132 |   20199387
  num incorrect                      |      13258 |       5263 |       5282 |       5364 |       3898 |       3837
  misprediction rate                 |      1.61% |      0.30% |      0.38% |      0.22% |      0.02% |      0.02%
  mpki                               |       0.12 |       0.05 |       0.05 |       0.05 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   10649850 |   10472935 |   10472744 |   10472744 |    5345272 |    5345273
    num misses                       |        237 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   51718716 |   51641515 |   51472375 |   51976818 |   35974599 |   35999206
    num misses                       |       8587 |       8294 |       7919 |      12052 |       1987 |        891
    miss rate                        |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.00%
    mpki                             |       0.08 |       0.07 |       0.07 |       0.10 |       0.02 |       0.01
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       8824 |       8332 |       7957 |      12090 |       2025 |        929
    num misses                       |        558 |        153 |        198 |        136 |        133 |        131
    miss rate                        |      6.32% |      1.84% |      2.49% |      1.12% |      6.57% |     14.10%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   10649850 |   10472935 |   10472744 |   10472744 |    5345272 |    5345273
    num cache misses                 |      82496 |      57994 |      58114 |      58127 |      57568 |      57445
    miss rate                        |      0.77% |      0.55% |      0.55% |      0.56% |      1.08% |      1.07%
    mpki                             |       0.73 |       0.51 |       0.51 |       0.50 |       0.50 |       0.49
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   51718716 |   51641515 |   51472375 |   51976818 |   35974599 |   35999206
    num cache misses                 |     754870 |     721789 |     732491 |     729397 |     399137 |     397234
    miss rate                        |      1.46% |      1.40% |      1.42% |      1.40% |      1.11% |      1.10%
    mpki                             |       6.71 |       6.31 |       6.46 |       6.26 |       3.44 |       3.42
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     857303 |     799141 |     804948 |     820865 |     474580 |     472679
    num cache misses                 |      98648 |      64656 |      67043 |      79714 |      62221 |      56031
    miss rate                        |     11.51% |      8.09% |      8.33% |      9.71% |     13.11% |     11.85%
    mpki                             |       0.88 |       0.56 |       0.59 |       0.68 |       0.54 |       0.48
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     130092 |     103724 |     103496 |     134490 |      97632 |      86303
    num cache misses                 |      24238 |       9597 |       9244 |      43134 |      37944 |      37321
    miss rate                        |     18.63% |      9.25% |      8.93% |     32.07% |     38.86% |     43.24%
    mpki                             |       0.22 |       0.08 |       0.08 |       0.37 |       0.33 |       0.32
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       9188 |          0 |          0 |          0 |       9148 |          0
  average dram access latency (ns)   |      61.40 |        inf |        inf |        inf |      61.39 |        inf
  average dram queueing delay        |       0.15 |       0.00 |       0.00 |       0.00 |       0.14 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6833 |         52 |         39 |         43 |          4 |         13
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      10020 |       8117 |       7974 |      41591 |      30679 |      31531
