                                     | Core 0     | Core 1    
  Instructions                       |  383682986 |  385328931
  Cycles                             |  155096400 |  155096400
  IPC                                |       2.47 |       2.48
  Time (ns)                          |   38774100 |   38774100
  Idle time (ns)                     |       1365 |     286988
  Idle time (%)                      |       0.0% |       0.7%
Branch predictor stats               |            |           
  num correct                        |   21302492 |   21967781
  num incorrect                      |     128638 |     152033
  misprediction rate                 |      0.60% |      0.69%
  mpki                               |       0.34 |       0.39
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   35298534 |   35186788
    num misses                       |        230 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  123948528 |  124000659
    num misses                       |     107563 |     106564
    miss rate                        |      0.09% |      0.09%
    mpki                             |       0.28 |       0.28
  L2 TLB                             |            |           
    num accesses                     |     107793 |     106589
    num misses                       |      24786 |      23833
    miss rate                        |     22.99% |     22.36%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   35298534 |   35186788
    num cache misses                 |      18213 |       7665
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.05 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  123948528 |  124000659
    num cache misses                 |   13931572 |   13915313
    miss rate                        |     11.24% |     11.22%
    mpki                             |      36.31 |      36.11
  Cache L2                           |            |           
    num cache accesses               |   14147470 |   14117147
    num cache misses                 |    1606752 |    1586646
    miss rate                        |     11.36% |     11.24%
    mpki                             |       4.19 |       4.12
  Cache L3                           |            |           
    num cache accesses               |    2230627 |    2178275
    num cache misses                 |    1252764 |    1200148
    miss rate                        |     56.16% |     55.10%
    mpki                             |       3.27 |       3.11
DRAM summary                         |            |           
  num dram accesses                  |    4547402 |          0
  average dram access latency (ns)   |    1042.75 |        inf
  average dram queueing delay        |     981.49 |       0.00
  average dram bandwidth utilization |     14.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |     780474 |     742005
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
