                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  451853371 |  440216420 |  483578169 |  448246314 |  343963544 |  441522513 |  374483053 |  350698212 |  562038623 |  563204601 |  563920537 |  562011774
  Cycles                             |  278726000 |  278726000 |  278726000 |  278726000 |  209044500 |  209044500 |  209044500 |  209044500 |  278726000 |  278726000 |  278726000 |  278726000
  IPC                                |       1.62 |       1.58 |       1.73 |       1.61 |       1.65 |       2.11 |       1.79 |       1.68 |       2.02 |       2.02 |       2.02 |       2.02
  Time (ns)                          |   69681500 |   69681500 |   69681500 |   69681500 |   69681500 |   69681500 |   69681500 |   69681500 |   69681500 |   69681500 |   69681500 |   69681500
  Idle time (ns)                     |    1332005 |    1376328 |    1271406 |    1112491 |    1045462 |     968254 |     774212 |     655051 |     460880 |     429049 |     280293 |     513514
  Idle time (%)                      |       1.9% |       2.0% |       1.8% |       1.6% |       1.5% |       1.4% |       1.1% |       0.9% |       0.7% |       0.6% |       0.4% |       0.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |  121932383 |  117377175 |  132670149 |  120994384 |   86027457 |  118956622 |   95997804 |   88253560 |  157914880 |  158826923 |  158473715 |  158504469
  num incorrect                      |     120290 |     123802 |     129106 |     134300 |     138886 |     138565 |     141555 |     139357 |     140313 |     135868 |     134003 |     124128
  misprediction rate                 |      0.10% |      0.11% |      0.10% |      0.11% |      0.16% |      0.12% |      0.15% |      0.16% |      0.09% |      0.09% |      0.08% |      0.08%
  mpki                               |       0.27 |       0.28 |       0.27 |       0.30 |       0.40 |       0.31 |       0.38 |       0.40 |       0.25 |       0.24 |       0.24 |       0.22
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6907091 |    7137910 |    6831482 |    6860230 |    6990965 |    6863862 |    7153815 |    7097036 |    7453732 |    7206994 |    7580466 |    7282677
    num misses                       |        281 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  111862504 |  110709946 |  116825129 |  110778277 |   93629016 |  109354454 |   98936906 |   94724234 |  130938718 |  130465320 |  131311811 |  130137914
    num misses                       |      65689 |      66902 |      64293 |      64983 |      65311 |      64862 |      64327 |      64836 |      66654 |      65451 |      66419 |      63282
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.07% |      0.06% |      0.07% |      0.07% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.15 |       0.15 |       0.13 |       0.14 |       0.19 |       0.15 |       0.17 |       0.18 |       0.12 |       0.12 |       0.12 |       0.11
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      65970 |      66929 |      64320 |      65010 |      65338 |      64889 |      64354 |      64863 |      66681 |      65478 |      66446 |      63309
    num misses                       |       1869 |       1484 |       1549 |       1205 |       1044 |       1072 |       1211 |       1019 |       1466 |       2613 |       1752 |       1030
    miss rate                        |      2.83% |      2.22% |      2.41% |      1.85% |      1.60% |      1.65% |      1.88% |      1.57% |      2.20% |      3.99% |      2.64% |      1.63%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6907091 |    7137910 |    6831482 |    6860230 |    6990965 |    6863862 |    7153815 |    7097036 |    7453732 |    7206994 |    7580466 |    7282677
    num cache misses                 |      26727 |      10574 |      10635 |      10426 |      11820 |      11833 |      11974 |      12328 |      10420 |      10703 |      10417 |      10531
    miss rate                        |      0.39% |      0.15% |      0.16% |      0.15% |      0.17% |      0.17% |      0.17% |      0.17% |      0.14% |      0.15% |      0.14% |      0.14%
    mpki                             |       0.06 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.03 |       0.04 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |  111862504 |  110709946 |  116825129 |  110778277 |   93629016 |  109354454 |   98936906 |   94724234 |  130938718 |  130465320 |  131311811 |  130137914
    num cache misses                 |   17071018 |   17559049 |   17024946 |   16896101 |   17038973 |   16656954 |   17045795 |   16923486 |   17358201 |   16970585 |   17294859 |   16890223
    miss rate                        |     15.26% |     15.86% |     14.57% |     15.25% |     18.20% |     15.23% |     17.23% |     17.87% |     13.26% |     13.01% |     13.17% |     12.98%
    mpki                             |      37.78 |      39.89 |      35.21 |      37.69 |      49.54 |      37.73 |      45.52 |      48.26 |      30.88 |      30.13 |      30.67 |      30.05
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17161231 |   17619092 |   17090712 |   16952485 |   17111190 |   16723088 |   17108607 |   16991438 |   17398989 |   17011634 |   17335145 |   16931803
    num cache misses                 |    2810811 |    3393419 |    3039271 |    2810400 |    3850404 |    3786009 |    3861490 |    3828026 |    2875188 |    3028623 |    3199190 |    2753228
    miss rate                        |     16.38% |     19.26% |     17.78% |     16.58% |     22.50% |     22.64% |     22.57% |     22.53% |     16.53% |     17.80% |     18.45% |     16.26%
    mpki                             |       6.22 |       7.71 |       6.28 |       6.27 |      11.19 |       8.57 |      10.31 |      10.92 |       5.12 |       5.38 |       5.67 |       4.90
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2878400 |    3443594 |    3095596 |    2863757 |    3915630 |    3846209 |    3913799 |    3895813 |    2906557 |    3059552 |    3229711 |    2784926
    num cache misses                 |     538051 |     523731 |     377326 |     548350 |     501905 |     267983 |     463183 |     521498 |      92389 |      82839 |      86433 |      92459
    miss rate                        |     18.69% |     15.21% |     12.19% |     19.15% |     12.82% |      6.97% |     11.83% |     13.39% |      3.18% |      2.71% |      2.68% |      3.32%
    mpki                             |       1.19 |       1.19 |       0.78 |       1.22 |       1.46 |       0.61 |       1.24 |       1.49 |       0.16 |       0.15 |       0.15 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |    2044478 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    2030072 |          0 |          0 |          0
  average dram access latency (ns)   |     581.26 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     589.81 |        inf |        inf |        inf
  average dram queueing delay        |     520.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     528.56 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      3.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     477475 |     481639 |     330307 |     503387 |     471243 |     231478 |     422981 |     482036 |       7058 |       8478 |       7080 |       9525
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      18963 |      18029 |      23290 |      20446 |       9383 |      15466 |      17619 |      16195 |      71087 |      60192 |      64707 |      70139
