                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   57432062 |   67880130 |   57790587 |   67749929 |   57809583 |   67840736 |   69164540 |   58982530 |   68842394 |   58996618 |   62233498 |   62531087
  Cycles                             |   25233780 |   33262710 |   25233780 |   33262710 |   25233780 |   33262710 |   33262710 |   25233780 |   33262710 |   25233780 |   25233780 |   25233780
  IPC                                |       2.28 |       2.04 |       2.29 |       2.04 |       2.29 |       2.04 |       2.08 |       2.34 |       2.07 |       2.34 |       2.47 |       2.48
  Time (ns)                          |   11469900 |   11469900 |   11469900 |   11469900 |   11469900 |   11469900 |   11469900 |   11469900 |   11469900 |   11469900 |   11469900 |   11469900
  Idle time (ns)                     |        260 |     313582 |     314894 |     315973 |     317015 |     318030 |     319054 |     320073 |     321087 |     322104 |     323191 |     324218
  Idle time (%)                      |       0.0% |       2.7% |       2.7% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     498155 |    4278313 |     915409 |    4235153 |     921647 |    4265416 |    4943481 |    1549218 |    4836010 |    1553956 |   20514148 |   20613340
  num incorrect                      |      11219 |       3797 |       3791 |       3790 |       3756 |       3796 |       3199 |       3244 |       3285 |       3192 |       1030 |       1028
  misprediction rate                 |      2.20% |      0.09% |      0.41% |      0.09% |      0.41% |      0.09% |      0.06% |      0.21% |      0.07% |      0.20% |      0.01% |      0.00%
  mpki                               |       0.20 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5469491 |    5275573 |    5275235 |    5275382 |    5275382 |    5275382 |    5211212 |    5211212 |    5211212 |    5211212 |      81881 |      81882
    num misses                       |        233 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26490593 |   27723633 |   26041521 |   27701518 |   26044890 |   27716652 |   27710293 |   26013592 |   27656606 |   26015957 |   10601011 |   10650617
    num misses                       |       4702 |       1390 |       1309 |        797 |       5006 |       5833 |       3783 |       1491 |       1528 |       1126 |         47 |         53
    miss rate                        |      0.02% |      0.01% |      0.01% |      0.00% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.02 |       0.02 |       0.01 |       0.09 |       0.09 |       0.05 |       0.03 |       0.02 |       0.02 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4935 |       1428 |       1347 |        835 |       5044 |       5871 |       3821 |       1529 |       1566 |       1164 |         78 |         84
    num misses                       |        563 |        148 |        134 |        134 |        135 |        135 |        131 |        130 |        132 |        128 |         78 |         83
    miss rate                        |     11.41% |     10.36% |      9.95% |     16.05% |      2.68% |      2.30% |      3.43% |      8.50% |      8.43% |     11.00% |    100.00% |     98.81%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5469491 |    5275573 |    5275235 |    5275382 |    5275382 |    5275382 |    5211212 |    5211212 |    5211212 |    5211212 |      81881 |      81882
    num cache misses                 |      76113 |      56783 |      56828 |      56781 |      56805 |      56781 |      54583 |      54639 |      54584 |      54640 |        221 |        223
    miss rate                        |      1.39% |      1.08% |      1.08% |      1.08% |      1.08% |      1.08% |      1.05% |      1.05% |      1.05% |      1.05% |      0.27% |      0.27%
    mpki                             |       1.33 |       0.84 |       0.98 |       0.84 |       0.98 |       0.84 |       0.79 |       0.93 |       0.79 |       0.93 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   26490593 |   27723633 |   26041521 |   27701518 |   26044890 |   27716652 |   27710293 |   26013592 |   27656606 |   26015957 |   10601011 |   10650617
    num cache misses                 |     189774 |     115677 |     151373 |     115382 |     155247 |     114523 |      90970 |     128515 |      94916 |     122734 |      18776 |      16233
    miss rate                        |      0.72% |      0.42% |      0.58% |      0.42% |      0.60% |      0.41% |      0.33% |      0.49% |      0.34% |      0.47% |      0.18% |      0.15%
    mpki                             |       3.30 |       1.70 |       2.62 |       1.70 |       2.69 |       1.69 |       1.32 |       2.18 |       1.38 |       2.08 |       0.30 |       0.26
