                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5594737 |    6060743 |    5928741 |    5871528 |    6206147 |    6036165 |    6045043 |    5960193
  Cycles                             |    4171200 |    4171200 |    4171200 |    4171200 |    4171200 |    4171200 |    4171200 |    4171200
  IPC                                |       1.34 |       1.45 |       1.42 |       1.41 |       1.49 |       1.45 |       1.45 |       1.43
  Time (ns)                          |    1390400 |    1390400 |    1390400 |    1390400 |    1390400 |    1390400 |    1390400 |    1390400
  Idle time (ns)                     |        270 |     309583 |     309982 |     310152 |     310274 |     310429 |     310563 |     310699
  Idle time (%)                      |       0.0% |      22.3% |      22.3% |      22.3% |      22.3% |      22.3% |      22.3% |      22.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     459705 |     844095 |     809515 |     791197 |     912005 |     858567 |     861688 |     833897
  num incorrect                      |       8641 |       2183 |       2204 |       2230 |       2059 |       2006 |       2018 |       2034
  misprediction rate                 |      1.85% |      0.26% |      0.27% |      0.28% |      0.23% |      0.23% |      0.23% |      0.24%
  mpki                               |       1.54 |       0.36 |       0.37 |       0.38 |       0.33 |       0.33 |       0.33 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     618455 |     472349 |     466139 |     466139 |     462928 |     461892 |     461705 |     461491
    num misses                       |        195 |         28 |         28 |         28 |         28 |         28 |         27 |         29
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2843248 |    2555973 |    2522953 |    2513725 |    2556645 |    2525065 |    2527069 |    2511470
    num misses                       |       1868 |        377 |        359 |        472 |        342 |        385 |        347 |        272
    miss rate                        |      0.07% |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.33 |       0.06 |       0.06 |       0.08 |       0.06 |       0.06 |       0.06 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2063 |        405 |        387 |        500 |        370 |        413 |        374 |        301
    num misses                       |        541 |        152 |        150 |        154 |        154 |        151 |        144 |        134
    miss rate                        |     26.22% |     37.53% |     38.76% |     30.80% |     41.62% |     36.56% |     38.50% |     44.52%
    mpki                             |       0.10 |       0.03 |       0.03 |       0.03 |       0.02 |       0.03 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     618455 |     472349 |     466139 |     466139 |     462928 |     461892 |     461705 |     461491
    num cache misses                 |       7625 |        532 |        448 |        430 |        449 |        491 |        491 |        427
    miss rate                        |      1.23% |      0.11% |      0.10% |      0.09% |      0.10% |      0.11% |      0.11% |      0.09%
    mpki                             |       1.36 |       0.09 |       0.08 |       0.07 |       0.07 |       0.08 |       0.08 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2843248 |    2555973 |    2522953 |    2513725 |    2556645 |    2525065 |    2527069 |    2511470
    num cache misses                 |     100380 |      76316 |      74707 |      74754 |      74429 |      74240 |      73949 |      73493
    miss rate                        |      3.53% |      2.99% |      2.96% |      2.97% |      2.91% |      2.94% |      2.93% |      2.93%
    mpki                             |      17.94 |      12.59 |      12.60 |      12.73 |      11.99 |      12.30 |      12.23 |      12.33
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     114374 |      80464 |      77886 |      78040 |      78667 |      77582 |      77288 |      75240
    num cache misses                 |      26179 |      12897 |      14215 |      15127 |      14032 |      13864 |      13577 |      13430
    miss rate                        |     22.89% |     16.03% |     18.25% |     19.38% |     17.84% |     17.87% |     17.57% |     17.85%
    mpki                             |       4.68 |       2.13 |       2.40 |       2.58 |       2.26 |       2.30 |       2.25 |       2.25
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      38275 |      20580 |      20506 |      21544 |      21439 |      20254 |      20011 |      18682
    num cache misses                 |      16119 |       3754 |       3175 |       6633 |       9668 |       4612 |       4413 |       6091
    miss rate                        |     42.11% |     18.24% |     15.48% |     30.79% |     45.10% |     22.77% |     22.05% |     32.60%
    mpki                             |       2.88 |       0.62 |       0.54 |       1.13 |       1.56 |       0.76 |       0.73 |       1.02
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13907 |          0 |          0 |          0 |      13873 |          0 |          0 |          0
  average dram access latency (ns)   |     402.53 |        inf |        inf |        inf |     405.10 |        inf |        inf |        inf
  average dram queueing delay        |     341.28 |       0.00 |       0.00 |       0.00 |     343.85 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6900 |        125 |        102 |         80 |         68 |         95 |         99 |         51
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1636 |        898 |        827 |       3888 |       6648 |       2131 |       1953 |       3510
