                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  253173030 |  229648271 |  352952849 |  366777674 |  334132440 |  325722441 |  241578809 |  227889244
  Cycles                             |  311646760 |  311646760 |  311646760 |  311646760 |  311646760 |  311646760 |  311646760 |  311646760
  IPC                                |       0.81 |       0.74 |       1.13 |       1.18 |       1.07 |       1.05 |       0.78 |       0.73
  Time (ns)                          |  107464400 |  107464400 |  107464400 |  107464400 |  107464400 |  107464400 |  107464400 |  107464400
  Idle time (ns)                     |   51497116 |   51428746 |   10446438 |   16580778 |   11350982 |   11591617 |   36257717 |   37808049
  Idle time (%)                      |      47.9% |      47.9% |       9.7% |      15.4% |      10.6% |      10.8% |      33.7% |      35.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   22708844 |   19539727 |   27098340 |   33150534 |   26469231 |   25018713 |   17813909 |   17085388
  num incorrect                      |    1642011 |    1469936 |    2068555 |    3788635 |    2200955 |    2283220 |    1043843 |     976689
  misprediction rate                 |      6.74% |      7.00% |      7.09% |     10.26% |      7.68% |      8.36% |      5.54% |      5.41%
  mpki                               |       6.49 |       6.40 |       5.86 |      10.33 |       6.59 |       7.01 |       4.32 |       4.29
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   27150943 |   23892299 |   36505830 |   39739244 |   34984121 |   34049419 |   24898776 |   23598594
    num misses                       |        145 |         58 |         56 |         54 |         57 |         56 |         54 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  117438328 |  105582420 |  175935089 |  160990719 |  167815070 |  162798484 |  128645619 |  123941430
    num misses                       |      28113 |      16908 |      23792 |      19892 |      14817 |      21722 |       9010 |       9666
    miss rate                        |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.11 |       0.07 |       0.07 |       0.05 |       0.04 |       0.07 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      28258 |      16966 |      23848 |      19946 |      14874 |      21778 |       9064 |       9718
    num misses                       |      10294 |       7232 |       5665 |       2774 |       2512 |       2653 |       1948 |       1739
    miss rate                        |     36.43% |     42.63% |     23.75% |     13.91% |     16.89% |     12.18% |     21.49% |     17.89%
    mpki                             |       0.04 |       0.03 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   27150943 |   23892299 |   36505830 |   39739244 |   34984121 |   34049419 |   24898776 |   23598594
    num cache misses                 |      12110 |       9694 |      18786 |      19144 |      14203 |      15564 |       9411 |       7915
    miss rate                        |      0.04% |      0.04% |      0.05% |      0.05% |      0.04% |      0.05% |      0.04% |      0.03%
    mpki                             |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  117438328 |  105582420 |  175935089 |  160990719 |  167815070 |  162798484 |  128645619 |  123941430
    num cache misses                 |    1571784 |    1615181 |    1454049 |    1869190 |    1369207 |    1270204 |     960821 |     890056
    miss rate                        |      1.34% |      1.53% |      0.83% |      1.16% |      0.82% |      0.78% |      0.75% |      0.72%
    mpki                             |       6.21 |       7.03 |       4.12 |       5.10 |       4.10 |       3.90 |       3.98 |       3.91
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1647688 |    1699404 |    1479622 |    1890514 |    1385305 |    1287770 |     972080 |     899166
    num cache misses                 |     222024 |     400513 |     117970 |      91702 |      85936 |      95571 |      72500 |      68798
    miss rate                        |     13.47% |     23.57% |      7.97% |      4.85% |      6.20% |      7.42% |      7.46% |      7.65%
    mpki                             |       0.88 |       1.74 |       0.33 |       0.25 |       0.26 |       0.29 |       0.30 |       0.30
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     285854 |     475070 |     124806 |      93997 |      87881 |      97618 |      74393 |      70022
    num cache misses                 |     199000 |     387017 |      74899 |      58292 |      67611 |      75337 |      56162 |      55229
    miss rate                        |     69.62% |     81.47% |     60.01% |     62.01% |     76.93% |     77.18% |     75.49% |     78.87%
    mpki                             |       0.79 |       1.69 |       0.21 |       0.16 |       0.20 |       0.23 |       0.23 |       0.24
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     545884 |          0 |          0 |          0 |     545539 |          0 |          0 |          0
  average dram access latency (ns)   |      61.32 |        inf |        inf |        inf |      61.33 |        inf |        inf |        inf
  average dram queueing delay        |       0.07 |       0.00 |       0.00 |       0.00 |       0.08 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      75488 |     241607 |      15014 |       2518 |      27648 |      34650 |      16511 |      34362
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      18943 |      25068 |      31504 |      26885 |      15118 |      18604 |      19539 |       1039
