                                     | Core 0     | Core 1     
  Instructions                       |  596857493 |  1818494580
  Cycles                             |  774507640 |   774507640
  IPC                                |       0.77 |        2.35
  Time (ns)                          |  267071600 |   267071600
  Idle time (ns)                     |  187755767 |    19575480
  Idle time (%)                      |      70.3% |        7.3%
Branch predictor stats               |            |            
  num correct                        |   19439196 |    68907701
  num incorrect                      |     894134 |     3088009
  misprediction rate                 |      4.40% |       4.29%
  mpki                               |       1.50 |        1.70
TLB Summary                          |            |            
  I-TLB                              |            |            
    num accesses                     |   55007729 |   177374959
    num misses                       |        538 |        1138
    miss rate                        |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00
  D-TLB                              |            |            
    num accesses                     |  213980411 |   635380774
    num misses                       |     228666 |      734340
    miss rate                        |      0.11% |       0.12%
    mpki                             |       0.38 |        0.40
  L2 TLB                             |            |            
    num accesses                     |     229204 |      735478
    num misses                       |      53146 |      108576
    miss rate                        |     23.19% |      14.76%
    mpki                             |       0.09 |        0.06
Cache Summary                        |            |            
  Cache L1-I                         |            |            
    num cache accesses               |   55007729 |   177374959
    num cache misses                 |    1303817 |     4561160
    miss rate                        |      2.37% |       2.57%
    mpki                             |       2.18 |        2.51
  Cache L1-D                         |            |            
    num cache accesses               |  213980411 |   635380774
    num cache misses                 |    1650178 |     3024155
    miss rate                        |      0.77% |       0.48%
    mpki                             |       2.76 |        1.66
  Cache L2                           |            |            
    num cache accesses               |    2954480 |     7585650
    num cache misses                 |     416394 |      713356
    miss rate                        |     14.09% |       9.40%
    mpki                             |       0.70 |        0.39
  Cache L3                           |            |            
    num cache accesses               |     416982 |      713799
    num cache misses                 |     235637 |      178521
    miss rate                        |     56.51% |      25.01%
    mpki                             |       0.39 |        0.10
DRAM summary                         |            |            
  num dram accesses                  |     133306 |      133359
  average dram access latency (ns)   |      61.32 |       61.32
  average dram queueing delay        |       0.07 |        0.07
  average dram bandwidth utilization |      0.00% |       0.00%
Coherency Traffic                    |            |            
  num loads from dram                |      41309 |        1117
  num loads from dram cache          |          0 |           0
  num loads from remote cache        |      94828 |       43878
