                                     | Core 0      | Core 1     
  Instructions                       |  4387889864 |   449524370
  Cycles                             |  3510338060 |  3510338060
  IPC                                |        1.25 |        0.13
  Time (ns)                          |  1210461400 |  1210461400
  Idle time (ns)                     |      759723 |  1079292843
  Idle time (%)                      |        0.1% |       89.2%
Branch predictor stats               |             |            
  num correct                        |   178020260 |     8689834
  num incorrect                      |     6630484 |      292492
  misprediction rate                 |       3.59% |       3.26%
  mpki                               |        1.51 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   843579608 |    69626076
    num misses                       |         208 |          47
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2615321976 |   284218630
    num misses                       |    16206383 |     3045094
    miss rate                        |       0.62% |       1.07%
    mpki                             |        3.69 |        6.77
  L2 TLB                             |             |            
    num accesses                     |    16206591 |     3045141
    num misses                       |     7942877 |     1550313
    miss rate                        |      49.01% |      50.91%
    mpki                             |        1.81 |        3.45
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   843579608 |    69626076
    num cache misses                 |     5211792 |        9526
    miss rate                        |       0.62% |       0.01%
    mpki                             |        1.19 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  2615321976 |   284218630
    num cache misses                 |    23386157 |     2863083
    miss rate                        |       0.89% |       1.01%
    mpki                             |        5.33 |        6.37
  Cache L2                           |             |            
    num cache accesses               |    29818321 |     2873256
    num cache misses                 |    14747923 |     2065709
    miss rate                        |      49.46% |      71.89%
    mpki                             |        3.36 |        4.60
  Cache L3                           |             |            
    num cache accesses               |    15969127 |     2066356
    num cache misses                 |     4568102 |      441568
    miss rate                        |      28.61% |      21.37%
    mpki                             |        1.04 |        0.98
DRAM summary                         |             |            
  num dram accesses                  |     7475312 |           0
  average dram access latency (ns)   |       61.29 |         inf
  average dram queueing delay        |        0.04 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3823994 |      380730
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
