                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    3854088 |    3835692 |    3847415 |    3859880 |    3520918 |    3569226 |    3540156 |    3550206 |    3932164 |    3885964 |    3923443 |    3908535 |    3624690 |    3612607 |    3591544 |    3562833
  Cycles                             |    3780150 |    3780150 |    3780150 |    3780150 |    2867700 |    2867700 |    2867700 |    2867700 |    3780150 |    3780150 |    3780150 |    3780150 |    2867700 |    2867700 |    2867700 |    2867700
  IPC                                |       1.02 |       1.01 |       1.02 |       1.02 |       1.23 |       1.24 |       1.23 |       1.24 |       1.04 |       1.03 |       1.04 |       1.03 |       1.26 |       1.26 |       1.25 |       1.24
  Time (ns)                          |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500 |    1303500
  Idle time (ns)                     |        446 |     416815 |     418302 |     419759 |     421213 |     422671 |     424130 |     425589 |     414530 |     417560 |     419017 |     420470 |     421928 |     423381 |     424837 |     426294
  Idle time (%)                      |       0.0% |      32.0% |      32.1% |      32.2% |      32.3% |      32.4% |      32.5% |      32.6% |      31.8% |      32.0% |      32.1% |      32.3% |      32.4% |      32.5% |      32.6% |      32.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     353753 |     585566 |     597475 |     604038 |     523776 |     546370 |     537345 |     540811 |     607322 |     600781 |     621687 |     617977 |     561460 |     558616 |     551771 |     543809
  num incorrect                      |      20743 |       4122 |       3794 |       3753 |       3329 |       3050 |       3212 |       3177 |       4208 |       4240 |       3782 |       3697 |       3169 |       3127 |       3271 |       3239
  misprediction rate                 |      5.54% |      0.70% |      0.63% |      0.62% |      0.63% |      0.56% |      0.59% |      0.58% |      0.69% |      0.70% |      0.60% |      0.59% |      0.56% |      0.56% |      0.59% |      0.59%
  mpki                               |       5.38 |       1.07 |       0.99 |       0.97 |       0.95 |       0.85 |       0.91 |       0.89 |       1.07 |       1.09 |       0.96 |       0.95 |       0.87 |       0.87 |       0.91 |       0.91
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     417439 |     245086 |     241880 |     240218 |     233048 |     229204 |     229754 |     229380 |     248991 |     244732 |     240762 |     240167 |     229602 |     229103 |     230405 |     229172
    num misses                       |        281 |         35 |         35 |         35 |         35 |         28 |         28 |         35 |         35 |         35 |         28 |         28 |         28 |         28 |         30 |         31
    miss rate                        |      0.07% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.07 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1950207 |    1409746 |    1397531 |    1395383 |    1319506 |    1312571 |    1310282 |    1309730 |    1433416 |    1416113 |    1405415 |    1402478 |    1321408 |    1319010 |    1318451 |    1313303
    num misses                       |       2945 |        238 |        311 |        264 |        169 |        209 |        222 |        215 |        208 |        259 |        261 |        245 |        199 |        134 |        186 |        134
    miss rate                        |      0.15% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.76 |       0.06 |       0.08 |       0.07 |       0.05 |       0.06 |       0.06 |       0.06 |       0.05 |       0.07 |       0.07 |       0.06 |       0.05 |       0.04 |       0.05 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3226 |        273 |        346 |        299 |        204 |        237 |        250 |        250 |        243 |        294 |        289 |        273 |        227 |        162 |        216 |        165
    num misses                       |        616 |        154 |        162 |        160 |        153 |        140 |        141 |        147 |        157 |        160 |        151 |        149 |        143 |        138 |        140 |        134
    miss rate                        |     19.09% |     56.41% |     46.82% |     53.51% |     75.00% |     59.07% |     56.40% |     58.80% |     64.61% |     54.42% |     52.25% |     54.58% |     63.00% |     85.19% |     64.81% |     81.21%
    mpki                             |       0.16 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     417439 |     245086 |     241880 |     240218 |     233048 |     229204 |     229754 |     229380 |     248991 |     244732 |     240762 |     240167 |     229602 |     229103 |     230405 |     229172
    num cache misses                 |       7286 |        429 |        434 |        430 |        432 |        375 |        374 |        435 |        442 |        435 |        373 |        376 |        372 |        373 |        383 |        386
    miss rate                        |      1.75% |      0.18% |      0.18% |      0.18% |      0.19% |      0.16% |      0.16% |      0.19% |      0.18% |      0.18% |      0.15% |      0.16% |      0.16% |      0.16% |      0.17% |      0.17%
    mpki                             |       1.89 |       0.11 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11 |       0.10 |       0.10 |       0.10 |       0.10 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1950207 |    1409746 |    1397531 |    1395383 |    1319506 |    1312571 |    1310282 |    1309730 |    1433416 |    1416113 |    1405415 |    1402478 |    1321408 |    1319010 |    1318451 |    1313303
    num cache misses                 |      44087 |      27688 |      27698 |      27056 |      34866 |      33804 |      33981 |      33903 |      28179 |      27895 |      27328 |      27306 |      34350 |      34175 |      33972 |      33769
    miss rate                        |      2.26% |      1.96% |      1.98% |      1.94% |      2.64% |      2.58% |      2.59% |      2.59% |      1.97% |      1.97% |      1.94% |      1.95% |      2.60% |      2.59% |      2.58% |      2.57%
    mpki                             |      11.44 |       7.22 |       7.20 |       7.01 |       9.90 |       9.47 |       9.60 |       9.55 |       7.17 |       7.18 |       6.97 |       6.99 |       9.48 |       9.46 |       9.46 |       9.48
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      63716 |      32868 |      32792 |      32131 |      38973 |      37599 |      37781 |      37773 |      33402 |      33268 |      32495 |      32455 |      38315 |      38130 |      37941 |      36344
    num cache misses                 |      21171 |      14874 |      14948 |      14452 |      13717 |      12746 |      12961 |      12805 |      14230 |      15242 |      14543 |      14451 |      13068 |      12989 |      12770 |      12381
    miss rate                        |     33.23% |     45.25% |     45.58% |     44.98% |     35.20% |     33.90% |     34.31% |     33.90% |     42.60% |     45.82% |     44.75% |     44.53% |     34.11% |     34.07% |     33.66% |     34.07%
    mpki                             |       5.49 |       3.88 |       3.89 |       3.74 |       3.90 |       3.57 |       3.66 |       3.61 |       3.62 |       3.92 |       3.71 |       3.70 |       3.61 |       3.60 |       3.56 |       3.48
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37953 |      21941 |      21910 |      21307 |      20450 |      19173 |      19389 |      19257 |      21678 |      22475 |      21608 |      21499 |      19677 |      19578 |      19356 |      18120
    num cache misses                 |      18758 |      10629 |      10044 |      10179 |       9371 |       9201 |       9095 |       9065 |      11427 |      11996 |      11443 |      11708 |      10310 |      10477 |      10332 |       9163
    miss rate                        |     49.42% |     48.44% |     45.84% |     47.77% |     45.82% |     47.99% |     46.91% |     47.07% |     52.71% |     53.37% |     52.96% |     54.46% |     52.40% |     53.51% |     53.38% |     50.57%
    mpki                             |       4.87 |       2.77 |       2.61 |       2.64 |       2.66 |       2.58 |       2.57 |       2.55 |       2.91 |       3.09 |       2.92 |       3.00 |       2.84 |       2.90 |       2.88 |       2.57
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
