125222199,117721117,84409045,49033920,31646298,10903859,23966524,5612078,12788209,3892944,0
85357894,82033091,60565220,32945846,24078749,8093604,17803044,4889428,9421424,0,3892944
65307513,59204854,45115091,26179061,20268515,9699228,16751840,9621963,0,9421424,12788209
81985551,79618005,55732045,30236688,22300896,8120431,17124436,0,9621963,4889428,5612078
42614859,40585350,32573555,20258628,17311678,12909369,0,17124436,16751840,17803044,23966524
46782819,41846536,32549980,19184084,14782359,0,12909369,8120431,9699228,8093604,10903859
34898867,31575075,25473796,18492754,0,14782359,17311678,22300896,20268515,24078749,31646298
27953842,25856871,22953151,0,18492754,19184084,20258628,30236688,26179061,32945846,49033920
29931392,25869269,0,22953151,25473796,32549980,32573555,55732045,45115091,60565220,84409045
26988545,0,25869269,25856871,31575075,41846536,40585350,79618005,59204854,82033091,117721117
0,26988545,29931392,27953842,34898867,46782819,42614859,81985551,65307513,85357894,125222199

