306027,40098,3703,1163,542,559,1677,14051,965,4085,4228,15578,4806,14927,28153,17448,2221581,2539287,1937294,3974316,2828922,1162289,1502876,0
26226,46102,721,1120,1687,100,3797,232,2160,10,5,120,75,6557,14366,5842,1001,2452,1250,2728,9442,4954,0,1502876
23596,44788,701,1099,1580,104,3110,272,2168,0,1,27,96,4310,12193,6980,1476,2873,1421,1904,8021,0,4954,1162289
51476,93785,1815,2793,4280,289,7962,400,3903,0,1,149,171,17637,26392,12790,2781,6703,2640,4739,0,8021,9442,2828922
44284,82964,4492,3814,4333,1524,835,439,1210,4208,7961,10042,9059,1526,14445,573,6496,8414,6572,0,4739,1904,2728,3974316
26021,48274,2744,1597,1874,893,380,106,641,1428,6599,6311,2109,59,9674,182,3881,6898,0,6572,2640,1421,1250,1937294
26119,49086,2121,1958,2200,1221,476,132,993,5671,3024,4450,3996,367,9210,209,7321,0,6898,8414,6703,2873,2452,2539287
25962,47285,2087,1567,2871,989,495,167,795,5957,936,6928,3293,163,9017,453,0,7321,3881,6496,2781,1476,1001,2221581
15600,221244,917,413,878,2215,16694,7692,4473,468,519,671,831,6869,6336,0,453,209,182,573,12790,6980,5842,17448
16551,221503,1293,476,807,2474,14126,9106,8753,538,627,1413,651,11345,0,6336,9017,9210,9674,14445,26392,12193,14366,28153
17949,232311,1021,468,1094,2422,16793,7023,5823,534,523,1874,389,0,11345,6869,163,367,59,1526,17637,4310,6557,14927
115752,145932,8128,3808,3046,4078,50,34,21,3866,3186,6873,0,389,651,831,3293,3996,2109,9059,171,96,75,4806
19960,230795,17849,7704,7608,4367,74,20,59,7050,8212,0,6873,1874,1413,671,6928,4450,6311,10042,149,27,120,15578
12794,153573,9573,4174,2663,4132,0,1,2,2694,0,8212,3186,523,627,519,936,3024,6599,7961,1,1,5,4228
12071,153348,6531,3879,3995,4880,3,1,20,0,2694,7050,3866,534,538,468,5957,5671,1428,4208,0,0,10,4085
4538,1053846,608,447,703,307,2599,720,0,20,2,59,21,5823,8753,4473,795,993,641,1210,3903,2168,2160,965
3163,1048932,1204,567,603,339,1048,0,720,1,1,20,34,7023,9106,7692,167,132,106,439,400,272,232,14051
19435,3149874,1006,702,1375,636,0,1048,2599,3,0,74,50,16793,14126,16694,495,476,380,835,7962,3110,3797,1677
6710,1046409,885,714,794,0,636,339,307,4880,4132,4367,4078,2422,2474,2215,989,1221,893,1524,289,104,100,559
6637,1062382,1187,1408,0,794,1375,603,703,3995,2663,7608,3046,1094,807,878,2871,2200,1874,4333,4280,1580,1687,542
4287,1046953,2724,0,1408,714,702,567,447,3879,4174,7704,3808,468,476,413,1567,1958,1597,3814,2793,1099,1120,1163
7229,2151693,0,2724,1187,885,1006,1204,608,6531,9573,17849,8128,1021,1293,917,2087,2121,2744,4492,1815,701,721,3703
11017,0,2151693,1046953,1062382,1046409,3149874,1048932,1053846,153348,153573,230795,145932,232311,221503,221244,47285,49086,48274,82964,93785,44788,46102,40098
0,11017,7229,4287,6637,6710,19435,3163,4538,12071,12794,19960,115752,17949,16551,15600,25962,26119,26021,44284,51476,23596,26226,306027

