1867351,320820,5396,88,5824,4368,72304,4432,76,4240,4352,4316,13432,80,5130,4432,68,13300,12513,12124,18121,43902,54338,69713,53305,23628,18832,19520,13494,14816,14880,17524,2769693,2273092,1620921,2055426,200806,139728,198586,184405,231866,171358,137438,143348,198658,308121,211162,0
93968,426482,16124,8,472,3304,488,496,812,424,620,3016,6908,0,16204,11860,0,884,144,0,0,120,48,144,16984,464,0,0,0,35048,10384,32892,3592,4484,3084,3660,3468,3640,3900,4428,4448,3820,3536,3160,29852,26792,0,211162
104437,442012,15612,8,768,4116,808,588,1244,512,468,3740,10940,0,19572,11384,0,1584,156,0,0,108,108,48,14324,312,0,0,164,9572,44784,33516,38136,14196,9288,9468,7408,7728,6124,14108,15848,9988,8012,8236,38328,0,26792,308121
94248,431272,12640,8,544,3264,648,620,2928,736,468,3700,7800,0,15288,12132,0,1872,144,0,0,144,168,244,15628,424,144,144,144,35928,23764,21644,10208,12956,10200,10176,8072,8012,7120,9256,10448,8924,6512,8368,0,38328,29852,198658
63225,304246,6496,8,296,1100,324,272,8,332,7812,9672,5020,0,1648,288,0,740,180,0,144,48,60,0,8108,21960,11188,13692,6952,1568,232,1736,2484,2672,1892,2080,2760,1892,1940,3576,10076,8520,8732,0,8368,8236,3160,143348
59000,325809,5112,8,360,2188,132,292,92,176,6684,8548,6292,0,2392,312,0,452,144,0,0,24,168,72,6528,10920,13956,13068,12088,1588,616,884,1860,2764,2396,2340,2048,1576,1328,3024,7644,4116,0,8732,6512,8012,3536,137438
68396,310836,6608,8,216,1860,216,172,400,148,5504,12012,7516,0,1724,264,0,576,0,0,0,12,36,36,7892,1496,19288,23696,17332,904,2056,624,10392,20256,14228,14336,2884,2152,1704,2884,11664,0,4116,8520,8924,9988,3820,171358
86556,377503,6496,8,428,2372,220,228,1244,372,13544,9796,7268,0,1820,204,0,452,0,0,0,60,140,120,10176,26360,22520,18004,7312,2440,600,604,3648,3632,2824,2684,4120,2560,2368,7732,0,11664,7644,10076,10448,15848,4448,231866
79728,365920,6108,8,204,1588,420,9068,8,10792,284,1672,4856,0,2464,280,0,1048,0,0,0,25184,10000,21232,28484,400,144,0,144,0,288,904,51296,6000,3916,3880,13776,12228,18052,0,7732,2884,3024,3576,9256,14108,4428,184405
63649,336156,8272,8,372,1864,520,8092,8,7872,132,1844,2748,0,1444,116,0,720,0,0,0,8720,26260,12876,21656,192,0,0,144,144,432,432,1864,2348,1656,2052,8864,5968,0,18052,2368,1704,1328,1940,7120,6124,3900,198586
68208,318556,9196,8,460,2288,252,7996,8,9300,316,2068,5884,0,2516,336,0,720,144,0,0,18088,22036,10672,32080,208,0,0,144,576,0,1008,2616,2468,1336,2100,12504,0,5968,12228,2560,2152,1576,1892,8012,7728,3640,139728
68742,319546,8420,8,268,1412,1540,9900,8,6116,212,1888,6648,0,2000,348,0,452,0,0,144,13936,14576,19332,23788,208,0,0,144,144,164,576,1912,3424,2700,2636,0,12504,8864,13776,4120,2884,2048,2760,8072,7408,3468,200806
98182,441688,17476,8,10156,6576,352,400,832,216,240,1976,5452,0,3324,308,0,20100,16868,25908,13760,100,68,52,9524,440,144,0,144,12,0,740,13828,20840,16132,0,2636,2100,2052,3880,2684,14336,2340,2080,10176,9468,3660,2055426
94551,441776,15180,8,7556,10496,324,240,812,276,320,2876,6908,0,1604,320,0,16084,17492,19480,23612,276,204,48,9832,280,0,0,144,0,308,308,13268,22004,0,16132,2700,1336,1656,3916,2824,14228,2396,1892,10200,9288,3084,1620921
125260,554280,11860,8,12417,13472,244,224,1100,256,364,2056,7896,0,1992,380,0,33556,17828,20852,21056,88,44,76,13956,376,0,0,144,144,144,440,22164,0,22004,20840,3424,2468,2348,6000,3632,20256,2764,2672,12956,14196,4484,2273092
101425,507992,18736,8,6196,10724,372,392,1244,312,196,2292,6332,0,1924,296,0,14352,23568,19480,20416,52,100,88,9724,296,0,0,0,432,440,1372,0,22164,13268,13828,1912,2616,1864,51296,3648,10392,1860,2484,10208,38136,3592,2769693
56578,395823,5984,8,5172,3992,372,360,248,444,360,492,1440,0,32720,31805,52,184,424,300,100,432,500,368,232,756,364,336,120,14696,18688,0,1372,440,308,740,576,1008,432,904,604,624,884,1736,21644,33516,32892,17524
56234,371090,4968,8,4540,4912,108,120,248,84,48,168,1440,0,33168,33020,0,216,300,264,164,96,548,96,400,452,244,128,88,16236,0,18688,440,144,308,0,164,0,432,288,600,2056,616,232,23764,44784,10384,14880
54450,355339,4400,8,4424,4236,180,108,332,156,132,72,1404,0,36881,27032,0,324,104,104,552,248,148,160,96,496,208,40,228,0,16236,14696,432,144,0,12,144,576,144,0,2440,904,1588,1568,35928,9572,35048,14816
30882,230176,1872,8,4200,1652,96,0,56,12,15764,22336,4532,52,420,80,0,304,100,132,68,136,292,988,96,11884,7832,2956,0,228,88,120,0,144,144,144,144,144,144,144,7312,17332,12088,6952,144,164,0,13494
42900,294488,2368,8,5576,3744,80,12,248,24,24012,21869,10764,0,576,160,0,88,156,100,356,92,984,412,496,15536,9664,0,2956,40,128,336,0,0,0,0,0,0,0,0,18004,23696,13068,13692,144,0,0,19520
43769,335820,2944,8,4648,4320,60,0,248,0,21996,28548,12841,0,544,208,0,32,308,68,172,76,140,624,56,14876,0,9664,7832,208,244,364,0,0,0,144,0,0,0,144,22520,19288,13956,11188,144,0,0,18832
43651,292129,2832,8,4712,4672,356,216,260,256,25945,19716,10792,0,600,320,0,740,608,428,660,1584,2704,3452,3000,0,14876,15536,11884,496,452,756,296,376,280,440,208,208,192,400,26360,1496,10920,21960,424,312,464,23628
40981,394230,2632,8,8376,4488,36988,26396,60,20729,288,888,720,0,264,84,0,3748,1904,3368,1244,6820,8700,15648,0,3000,56,496,96,96,400,232,9724,13956,9832,9524,23788,32080,21656,28484,10176,7892,6528,8108,15628,14324,16984,53305
39997,436481,2180,8,9012,4696,46368,21284,8,23140,300,336,492,0,564,132,0,1128,4632,3248,1356,10936,12060,0,15648,3452,624,412,988,160,96,368,88,76,48,52,19332,10672,12876,21232,120,36,72,0,244,48,144,69713
47449,403902,1232,8,7680,6504,35980,23645,8,20716,156,432,720,0,852,108,0,1252,2772,2864,676,14944,0,12060,8700,2704,140,984,292,148,548,500,100,44,204,68,14576,22036,26260,10000,140,36,168,60,168,108,48,54338
43814,434434,2500,8,8808,3732,27285,21948,80,26636,264,408,408,0,456,216,0,3596,2644,2692,1056,0,14944,10936,6820,1584,76,92,136,248,96,432,52,88,276,100,13936,18088,8720,25184,60,12,24,48,144,108,120,43902
57055,443200,33320,60,24264,27532,0,0,404,0,12,252,2004,0,312,0,0,11048,13704,15988,0,1056,676,1356,1244,660,172,356,68,552,164,100,20416,21056,23612,13760,144,0,0,0,0,0,0,144,0,0,0,18121
59417,403211,25588,8,33292,23084,0,0,380,0,0,240,1860,0,552,12,0,15628,11132,0,15988,2692,2864,3248,3368,428,68,100,132,104,264,300,19480,20852,19480,25908,0,0,0,0,0,0,0,0,0,0,0,12124
864546,400534,25160,8,32364,28749,36,48,488,48,0,240,1920,0,540,0,8,27960,0,11132,13704,2644,2772,4632,1904,608,308,156,100,104,300,424,23568,17828,17492,16868,0,144,0,0,0,0,144,180,144,156,144,12513
62849,421388,28069,8,30268,26468,540,564,488,596,660,276,1920,0,488,0,88,0,27960,15628,11048,3596,1252,1128,3748,740,32,88,304,324,216,184,14352,33556,16084,20100,452,720,720,1048,452,576,452,740,1872,1584,884,13300
1593,388,0,8,8,0,0,0,12,0,0,0,0,24,160,236,0,88,8,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
41428,1060675,3880,20,708,1148,1016,692,308,660,816,996,1712,0,5404,0,236,0,0,12,0,216,108,132,84,320,208,160,80,27032,33020,31805,296,380,320,308,348,336,116,280,204,264,312,288,12132,11384,11860,4432
30363,1062526,5424,8,1628,1900,2104,1296,596,1492,1440,1728,2668,116,0,5404,160,488,540,552,312,456,852,564,264,600,544,576,420,36881,33168,32720,1924,1992,1604,3324,2000,2516,1444,2464,1820,1724,2392,1648,15288,19572,16204,5130
1605,292,0,28,8,0,0,0,20,8,1588,0,280,0,116,0,24,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
6311,58796,5096,8,1028,1872,1740,972,2128,984,824,1980,0,280,2668,1712,0,1920,1920,1860,2004,408,720,492,720,10792,12841,10764,4532,1404,1440,1440,6332,7896,6908,5452,6648,5884,2748,4856,7268,7516,6292,5020,7800,10940,6908,13432
40022,1069530,2904,8,1992,1564,1332,1632,284,1504,3244,0,1980,0,1728,996,0,276,240,240,252,408,432,336,888,19716,28548,21869,22336,72,168,492,2292,2056,2876,1976,1888,2068,1844,1672,9796,12012,8548,9672,3700,3740,3016,4316
39530,1053463,2160,8,908,1380,1136,1348,244,1180,0,3244,824,1588,1440,816,0,660,0,0,12,264,156,300,288,25945,21996,24012,15764,132,48,360,196,364,320,240,212,316,132,284,13544,5504,6684,7812,468,468,620,4352
39690,1055756,2260,8,1088,1464,1292,2080,528,0,1180,1504,984,8,1492,660,0,596,48,0,0,26636,20716,23140,20729,256,0,24,12,156,84,444,312,256,276,216,6116,9300,7872,10792,372,148,176,332,736,512,424,4240
1621,340,1212,24,260,444,2340,92,0,528,244,284,2128,20,596,308,12,488,488,380,404,80,8,8,60,260,248,248,56,332,248,248,1244,1100,812,832,8,8,8,8,1244,400,92,8,2928,1244,812,76
41307,1056818,2252,24,1032,1532,1628,0,92,2080,1348,1632,972,0,1296,692,0,564,48,0,0,21948,23645,21284,26396,216,0,12,0,108,120,360,392,224,240,400,9900,7996,8092,9068,228,172,292,272,620,588,496,4432
18699,1058591,2676,0,1544,1448,0,1628,2340,1292,1136,1332,1740,0,2104,1016,0,540,36,0,0,27285,35980,46368,36988,356,60,80,96,180,108,372,372,244,324,352,1540,252,520,420,220,216,132,324,648,808,488,72304
40337,1056505,5388,68,3796,0,1448,1532,444,1464,1380,1564,1872,0,1900,1148,0,26468,28749,23084,27532,3732,6504,4696,4488,4672,4320,3744,1652,4236,4912,3992,10724,13472,10496,6576,1412,2288,1864,1588,2372,1860,2188,1100,3264,4116,3304,4368
