10413,18571,780,64,35,0,47,51,56,0,882,1116,62,774,178,39,0,0,0,0,30,22,1362,15,1073,2499,2429,1773,481,33,1038,392,307,302,322,933,22859,2309,290,1841,3378,783,859,3001,0
16810,31420,1058,46,84,0,114,203,48,0,1740,1506,192,825,256,90,0,0,42,0,18,44,2441,36,5389,3507,2424,928,341,676,1887,990,750,988,567,1559,28679,4167,585,2898,5774,604,4542,0,3001
9960,19655,617,21,24,0,50,63,37,0,912,930,14,739,127,150,24,0,0,0,3,25,1176,6,1509,2857,1288,1315,57,360,977,442,428,418,329,738,17016,2493,287,1697,3345,514,0,4542,859
23246,40473,774,31,44,0,39,126,65,0,257,48,168,765,1557,2634,24,0,0,0,9,59,1515,15,0,24,0,0,6508,7932,2481,918,3756,816,292,10071,49470,3838,284,2028,7227,0,514,604,783
21713,38405,2701,191,191,10,2000,835,2161,15,530,153,24,1963,656,267,48,36,24,41,5574,5230,10498,3899,88,120,0,48,118,67,7894,6185,6028,5543,7838,9065,34909,4158,7838,11351,0,7227,3345,5774,3378
7677,13341,776,34,54,0,384,174,965,0,192,39,41,846,128,60,0,0,0,0,1424,3498,2363,1043,0,0,0,0,48,24,3436,2282,1900,2473,895,3104,26943,2391,1626,0,11351,2028,1697,2898,1841
9508,17827,973,14,57,0,1335,223,425,0,202,58,86,593,193,92,24,0,24,0,1267,1811,4565,1071,48,0,0,0,75,72,907,411,464,502,2379,594,13736,344,0,1626,7838,284,287,585,290
12209,21222,604,19,43,0,39,108,29,0,1362,749,14,960,139,32,0,0,0,0,15,32,1356,6,1058,394,2151,4708,166,489,3899,2946,2823,2351,281,3476,28529,0,344,2391,4158,3838,2493,4167,2309
300422,40336,856,519,530,0,531,13671,512,0,510,514,0,2788,597,529,2994,2591,3154,2860,8448,7626,11185,12392,2854,3948,3624,3597,4457,5644,141697,1181541,240968,256666,19776,82202,0,28529,13736,26943,34909,49470,17016,28679,22859
28902,48256,824,82,73,0,52,270,85,0,183,88,206,1023,3568,1726,0,0,0,0,33,68,1827,12,24,0,0,24,8224,9973,3036,1066,4484,961,308,0,82202,3476,594,3104,9065,10071,738,1559,933
11297,20513,1162,64,63,0,1002,454,989,0,435,46,158,1123,224,121,0,0,0,0,2384,1841,4706,2847,48,24,0,24,51,27,1052,409,378,416,0,308,19776,281,2379,895,7838,292,329,567,322
16860,30368,1780,822,1043,0,21,91,46,0,239,24,14,708,70,55,2726,2030,1446,4987,13,38,1892,10,0,0,0,0,24,27,5888,5415,3332,0,416,961,256666,2351,502,2473,5543,816,418,988,302
18572,33396,1294,1766,981,0,59,99,42,0,256,83,92,1314,187,94,2585,3112,5420,1144,22,61,1962,20,0,0,0,0,75,72,6025,5414,0,3332,378,4484,240968,2823,464,1900,6028,3756,428,750,307
19499,34527,2639,409,1161,0,50,132,51,0,230,44,66,807,254,40,1945,3410,3708,3082,0,53,2717,6,0,26,0,0,76,25,6981,0,5414,5415,409,1066,1181541,2946,411,2282,6185,918,442,990,392
19529,34487,1602,1318,1144,0,51,127,36,0,220,44,158,900,113,46,4487,3152,1347,3335,9,44,2271,12,0,0,0,0,1,63,0,6981,6025,5888,1052,3036,141697,3899,907,3436,7894,2481,977,1887,1038
13605,146095,1084,389,1490,0,44,70,30,0,89,46,70,456,7078,6884,44,53,84,48,86,119,58,64,26,35,32,99,14272,0,63,25,72,27,27,9973,5644,489,72,24,67,7932,360,676,33
10939,124628,807,338,1244,0,48,54,22,0,69,48,40,350,6772,4944,24,67,54,22,74,162,32,73,48,62,69,36,0,14272,1,76,75,24,51,8224,4457,166,75,48,118,6508,57,341,481
5695,65761,557,178,576,0,0,40,12,0,4186,4072,40,2087,10,8,37,12,34,2,18,218,24,8,2689,889,2504,0,36,99,0,0,0,0,24,24,3597,4708,0,0,48,0,1315,928,1773
5954,66454,585,273,536,0,0,0,0,0,3642,4117,40,1968,52,8,26,7,13,25,15,194,15,17,340,3865,0,2504,69,32,0,0,0,0,0,0,3624,2151,0,0,0,0,1288,2424,2429
6351,73153,635,239,552,0,0,12,58,0,3815,4556,40,2241,54,8,12,14,26,13,18,215,46,137,2529,0,3865,889,62,35,0,26,0,0,24,0,3948,394,0,0,120,24,2857,3507,2499
6071,72553,507,131,600,0,16,40,18,0,4150,3414,23,872,6,4,36,10,25,53,39,125,15,47,0,2529,340,2689,48,26,0,0,0,0,48,24,2854,1058,48,0,88,0,1509,5389,1073
5761,98319,511,476,968,0,3443,7478,2454,0,102,87,2,200,102,68,305,435,372,737,1817,3380,3668,0,47,137,17,8,73,64,12,6,20,10,2847,12,12392,6,1071,1043,3899,15,6,36,15
5871,103646,462,575,1178,0,4131,7334,4233,0,91,54,42,118,154,102,348,583,500,512,1114,3311,0,3668,15,46,15,24,32,58,2271,2717,1962,1892,4706,1827,11185,1356,4565,2363,10498,1515,1176,2441,1362
8377,104141,481,318,1257,0,4428,3537,5098,13,193,56,40,249,87,57,201,358,120,301,3731,0,3311,3380,125,215,194,218,162,119,44,53,61,38,1841,68,7626,32,1811,3498,5230,59,25,44,22
6465,97238,515,373,1007,0,4326,6116,4057,18,56,76,50,120,57,66,354,238,475,461,0,3731,1114,1817,39,18,15,18,74,86,9,0,22,13,2384,33,8448,15,1267,1424,5574,9,3,18,30
9017,99133,6866,4538,3489,0,26,43,0,0,41,0,42,548,0,1,3241,2275,3903,0,461,301,512,737,53,13,25,2,22,48,3335,3082,1144,4987,0,0,2860,0,0,0,41,0,0,0,0
8633,104380,4495,5290,4590,0,0,40,6,0,4,6,80,506,0,0,2265,3809,0,3903,475,120,500,372,25,26,13,34,54,84,1347,3708,5420,1446,0,0,3154,0,24,0,24,0,0,42,0
8702,104779,4307,4403,4924,26,0,0,0,2,1,0,52,524,40,0,3594,0,3809,2275,238,358,583,435,10,14,7,12,67,53,3152,3410,3112,2030,0,0,2591,0,0,0,36,0,0,0,0
111804,94962,4262,3764,5482,0,0,40,15,0,41,20,80,520,1,12,0,3594,2265,3241,354,201,348,305,36,12,26,37,24,44,4487,1945,2585,2726,0,0,2994,0,24,0,48,24,24,0,0
6869,1052791,738,211,201,0,242,301,192,0,439,175,42,439,5426,0,12,0,0,1,66,57,102,68,4,8,8,8,4944,6884,46,40,94,55,121,1726,529,32,92,60,267,2634,150,90,39
7605,1053592,2252,295,294,0,289,448,217,0,414,239,81,442,0,5426,1,40,0,0,57,87,154,102,6,54,52,10,6772,7078,113,254,187,70,224,3568,597,139,193,128,656,1557,127,256,178
1100,55711,935,859,336,0,362,414,304,0,457,381,403,0,442,439,520,524,506,548,120,249,118,200,872,2241,1968,2087,350,456,900,807,1314,708,1123,1023,2788,960,593,846,1963,765,739,825,774
356,49,103,129,52,6,64,76,66,0,348,103,0,403,81,42,80,52,80,42,50,40,42,2,23,40,40,40,40,70,158,66,92,14,158,206,0,14,86,41,24,168,14,192,62
6643,1061747,437,203,357,0,404,302,301,13,293,0,103,381,239,175,20,0,6,0,76,56,54,87,3414,4556,4117,4072,48,46,44,44,83,24,46,88,514,749,58,39,153,48,930,1506,1116
6555,1045693,754,264,252,0,319,465,222,3,0,293,348,457,414,439,41,1,4,41,56,193,91,102,4150,3815,3642,4186,69,89,220,230,256,239,435,183,510,1362,202,192,530,257,912,1740,882
357,64,1,1,0,3,1,19,44,0,3,13,0,0,0,0,0,2,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
6608,1048058,499,205,292,0,555,419,0,44,222,301,66,304,217,192,15,0,6,0,4057,5098,4233,2454,18,58,0,12,22,30,36,51,42,46,989,85,512,29,425,965,2161,65,37,48,56
3169,1048393,714,387,353,1,775,0,419,19,465,302,76,414,448,301,40,0,40,43,6116,3537,7334,7478,40,12,0,40,54,70,127,132,99,91,454,270,13671,108,223,174,835,126,63,203,51
6849,1048723,430,247,383,16,0,775,555,1,319,404,64,362,289,242,0,0,0,26,4326,4428,4131,3443,16,0,0,0,48,44,51,50,59,21,1002,52,531,39,1335,384,2000,39,50,114,47
353,43,9,12,45,0,16,1,0,3,0,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
4074,1049157,584,299,0,45,383,353,292,0,252,357,52,336,294,201,5482,4924,4590,3489,1007,1257,1178,968,600,552,536,576,1244,1490,1144,1161,981,1043,63,73,530,43,57,54,191,44,24,84,35
6703,1046155,998,0,299,12,247,387,205,1,264,203,129,859,295,211,3764,4403,5290,4538,373,318,575,476,131,239,273,178,338,389,1318,409,1766,822,64,82,519,19,14,34,191,31,21,46,64
3719,1045842,0,998,584,9,430,714,499,1,754,437,103,935,2252,738,4262,4307,4495,6866,515,481,462,511,507,635,585,557,807,1084,1602,2639,1294,1780,1162,824,856,604,973,776,2701,774,617,1058,780
11146,0,1045842,1046155,1049157,43,1048723,1048393,1048058,64,1045693,1061747,49,55711,1053592,1052791,94962,104779,104380,99133,97238,104141,103646,98319,72553,73153,66454,65761,124628,146095,34487,34527,33396,30368,20513,48256,40336,21222,17827,13341,38405,40473,19655,31420,18571
0,11146,3719,6703,4074,353,6849,3169,6608,357,6555,6643,356,1100,7605,6869,111804,8702,8633,9017,6465,8377,5871,5761,6071,6351,5954,5695,10939,13605,19529,19499,18572,16860,11297,28902,300422,12209,9508,7677,21713,23246,9960,16810,10413

