2,330121585,2649218,1440317248,18564432
15,105292565,2348909,543021414,16334116
6,116566281,2478295,584047411,17365620
8,152584607,2598798,731221355,18185316
4,370584460,2704842,1604099214,18946880
7,135790420,2598285,665227733,18152724
3,130328644,2341961,638239006,16383280
11,90004139,2326798,477696479,16255532
10,87123481,2415684,465823959,16907296
9,90810071,2296412,481301571,16035568
12,115146753,2465563,579268171,17251900
14,564894411,2649419,2378379730,18630904
5,200775994,2611394,923811647,18297368
13,100459763,2410331,521129072,16847344
1,141154849,2289900,684866803,15931028
0,133515025,2346539,651899923,16203350
