58523491,3091676,2577156,3379152,2084824,2089948,2086288,2577156,2577556,2579860,2085468,2084576,0
47147695,2812712,2691848,3510320,2153148,2159440,2154876,2691936,2692680,2196452,2153668,0,2084576
64358845,3576260,2693436,3511692,2154488,2182792,2154816,2693060,2701380,3252316,0,2153668,2085468
58816142,3106052,3069632,3482208,2231736,2316044,2165072,2849984,2745064,0,3252316,2196452,2579860
50764056,3422868,3234996,4377400,2692652,2698640,2693812,3234220,0,2745064,2701380,2692680,2577556
53897783,3530144,3232156,4379316,2692180,2701928,2693520,0,3234220,2849984,2693060,2691936,2577156
50931823,2747484,2693568,3512096,2155496,2159052,0,2693520,2693812,2165072,2154816,2154876,2086288
47186479,2702648,2702628,3517056,2158604,0,2159052,2701928,2698640,2316044,2182792,2159440,2089948
49432459,2763404,2691896,3510404,0,2158604,2155496,2692180,2692652,2231736,2154488,2153148,2084824
48256835,4444068,4377432,0,3510404,3517056,3512096,4379316,4377400,3482208,3511692,3510320,3379152
55613585,3820556,0,4377432,2691896,2702628,2693568,3232156,3234996,3069632,2693436,2691848,2577156
51939496,0,3820556,4444068,2763404,2702648,2747484,3530144,3422868,3106052,3576260,2812712,3091676
0,51939496,55613585,48256835,49432459,47186479,50931823,53897783,50764056,58816142,64358845,47147695,58523491

