67737699,5952424,6075768,4180012,3364844,5380020,5094716,2505496,4110768,4608152,7384132,0
59022259,4933844,4487400,3475900,2326972,4471392,4260784,1796244,3162204,3335268,0,7384132
49358231,3253112,3333372,2616924,1679836,4091580,3133672,1277488,2655128,0,3335268,4608152
45635823,3712952,2682772,3388196,2148080,4341452,3773944,1945452,0,2655128,3162204,4110768
41562435,2357968,1861620,1958444,1058444,2379524,2024032,0,1945452,1277488,1796244,2505496
50990815,3784436,3774420,3369504,2711920,5113228,0,2024032,3773944,3133672,4260784,5094716
44524255,3778748,4771520,4459904,2706028,0,5113228,2379524,4341452,4091580,4471392,5380020
43839443,2520992,2042512,2677868,0,2706028,2711920,1058444,2148080,1679836,2326972,3364844
44392979,3643872,3892532,0,2677868,4459904,3369504,1958444,3388196,2616924,3475900,4180012
51220787,3421812,0,3892532,2042512,4771520,3774420,1861620,2682772,3333372,4487400,6075768
27700992,0,3421812,3643872,2520992,3778748,3784436,2357968,3712952,3253112,4933844,5952424
0,27700992,51220787,44392979,43839443,44524255,50990815,41562435,45635823,49358231,59022259,67737699

