6373015,9312264,22134916,9832256,9515236,9467048,9567316,9362240,9487404,9546368,9039872,9308836,0
12454517,9336772,22449864,10036980,9391816,9413680,9389256,9471524,9397628,9422916,9183312,0,9308836
7182326,10150064,23362576,10900240,8970304,9065340,9145488,9248064,8917064,9162164,0,9183312,9039872
6765430,9154468,22235792,9774488,9546776,9374440,9558520,9333736,9575352,0,9162164,9422916,9546368
6477610,9072764,22159792,9874296,9405668,9432148,9564024,9216608,0,9575352,8917064,9397628,9487404
6723150,9243748,22327524,10099104,9274304,9427016,9209416,0,9216608,9333736,9248064,9471524,9362240
6270166,9107956,22172952,9798944,9610776,9370084,0,9209416,9564024,9558520,9145488,9389256,9567316
6549498,9389124,22420064,10120948,9240532,0,9370084,9427016,9432148,9374440,9065340,9413680,9467048
6336750,9032036,22202804,9792784,0,9240532,9610776,9274304,9405668,9546776,8970304,9391816,9515236
4151162,10579540,23657544,0,9792784,10120948,9798944,10099104,9874296,9774488,10900240,10036980,9832256
13129170,23072128,0,23657544,22202804,22420064,22172952,22327524,22159792,22235792,23362576,22449864,22134916
4317718,0,23072128,10579540,9032036,9389124,9107956,9243748,9072764,9154468,10150064,9336772,9312264
0,4317718,13129170,4151162,6336750,6549498,6270166,6723150,6477610,6765430,7182326,12454517,6373015

