15,83658061,43307338,616245626,337992261
14,83605628,43281184,615859858,337788265
13,83785276,43361735,617158218,338417449
12,83793301,43368500,617225586,338473097
11,83661059,43312217,616276654,338032301
10,83770689,43341561,617031314,338260677
9,83749342,43345164,616894840,338287247
8,83749435,43343575,616894542,338274493
7,84018280,43455560,618827802,339150373
6,83771820,43355102,617065866,338367881
5,83694929,43326556,616522510,338145701
4,83752607,43347154,616920326,338302601
3,83929588,43422750,618196871,338897805
2,83784667,43370288,617181202,338489549
1,83892577,43406488,617939063,338774281
0,85794091,53114531,647626153,417361782
