14043814,946670,652130,1086898,845238,1149161,796435,452320,776526,876415,420944,2024796,0
16390818,1359754,861111,1464480,1096029,1280492,1044179,620061,950597,1305743,615926,0,2024796
8027226,284761,247571,582347,142105,581686,354306,152961,446735,292633,0,615926,420944
12022798,565487,497593,804799,689613,793280,652528,310260,634922,0,292633,1305743,876415
8869008,614429,544266,909536,777327,860666,761976,490395,0,634922,446735,950597,776526
8824547,314632,267400,588535,182841,567895,444055,0,490395,310260,152961,620061,452320
8608653,597345,542733,867431,501696,1011350,0,444055,761976,652528,354306,1044179,796435
8042331,831483,671786,989563,790005,0,1011350,567895,860666,793280,581686,1280492,1149161
7898139,616840,618668,992644,0,790005,501696,182841,777327,689613,142105,1096029,845238
10856322,1082343,757326,0,992644,989563,867431,588535,909536,804799,582347,1464480,1086898
10923086,511407,0,757326,618668,671786,542733,267400,544266,497593,247571,861111,652130
6372308,0,511407,1082343,616840,831483,597345,314632,614429,565487,284761,1359754,946670
0,6372308,10923086,10856322,7898139,8042331,8608653,8824547,8869008,12022798,8027226,16390818,14043814

