89026715,8521408,4132488,2105867,781811,4452907,1827957,655584,9789538,0
59649489,4813958,2611050,1616340,482175,2809430,1333861,9435693,0,9789538
45383394,2940184,1720689,806765,322312,1797890,11018555,0,9435693,655584
35944315,2232552,1295583,739057,12309318,1429201,0,11018555,1333861,1827957
35432232,2438981,10950881,12617990,1882701,0,1429201,1797890,2809430,4452907
48323914,4147583,1718001,14725409,0,1882701,12309318,322312,482175,781811
36707132,2652659,1288708,0,14725409,12617990,739057,806765,1616340,2105867
31158208,8543701,0,1288708,1718001,10950881,1295583,1720689,2611050,4132488
30156411,0,8543701,2652659,4147583,2438981,2232552,2940184,4813958,8521408
0,30156411,31158208,36707132,48323914,35432232,35944315,45383394,59649489,89026715

