3,1620322132,145286893,7982441435,1195781412
7,1853894025,145276777,8916727571,1195740948
10,608398534,145332051,3935193843,1196157464
4,912586902,145290735,5151562878,1195815732
5,586130461,145316695,3845955487,1196027560
6,701571793,145290605,4307500759,1195813932
9,613207593,145317022,3954266347,1196030644
14,866113905,145352579,4966251815,1196330352
11,607792485,145336382,3932792351,1196191808
8,594753019,145301125,3880322395,1195900760
12,1063684274,145297695,5755992135,1195873220
13,891096772,145318166,5065832815,1196042028
2,753357666,146772974,4522714111,1207695852
1,735383047,146773022,4450815643,1207696044
0,760413307,217625066,5293016725,1791186438
