10649398,43693680,22131960,22562656,22539628,22434412,22305952,22364372,0
7166399,43424832,21860740,22373616,22475440,22234176,22231144,0,22364372
7354702,43388004,21981404,22335488,22208104,22134300,0,22231144,22305952
7477938,43583032,22051100,22342568,22289876,0,22134300,22234176,22434412
7082758,43491388,22286960,22406408,0,22289876,22208104,22475440,22539628
10561158,43737980,22823516,0,22406408,22342568,22335488,22373616,22562656
4698593,43650456,0,22823516,22286960,22051100,21981404,21860740,22131960
13488518,0,43650456,43737980,43491388,43583032,43388004,43424832,43693680
0,13488518,4698593,10561158,7082758,7477938,7354702,7166399,10649398

