1448469,1415705,3271543,1391472,1369697,1422241,1439264,1431713,1422164,1434074,1409716,0
1900688,1420090,3315249,1410525,1392340,1408594,1424243,1420095,1423941,1430154,0,1409716
1001290,1375771,3284336,1378692,1391386,1410466,1434319,1414575,1427824,0,1430154,1434074
968460,1400160,3272423,1392238,1402044,1414800,1426565,1424545,0,1427824,1423941,1422164
936418,1402003,3284789,1385453,1397512,1426900,1434508,0,1424545,1414575,1420095,1431713
1025586,1390553,3274168,1379662,1370006,1409596,0,1434508,1426565,1434319,1424243,1439264
998350,1375084,3272632,1360599,1368830,0,1409596,1426900,1414800,1410466,1408594,1422241
567140,1470452,3375365,1511287,0,1368830,1370006,1397512,1402044,1391386,1392340,1369697
596244,1490026,3374230,0,1511287,1360599,1379662,1385453,1392238,1378692,1410525,1391472
1682957,3364635,0,3374230,3375365,3272632,3274168,3284789,3272423,3284336,3315249,3271543
596375,0,3364635,1490026,1470452,1375084,1390553,1402003,1400160,1375771,1420090,1415705
0,596375,1682957,596244,567140,998350,1025586,936418,968460,1001290,1900688,1448469

