1866417,326940,5596,7088,4304,4240,4440,4392,4400,16269,4600,74167,4418,1100,18669,17656,20196,23765,14284,22955,29590,29155,53811,71757,40466,52399,3970062,12423739,4187492,1169494,3946310,3959022,2791640,3512231,147912,153319,258146,191324,0
89071,426602,5968,5600,984,488,1208,7604,668,9776,18248,824,11492,2264,0,0,164,0,144,0,0,144,41804,15092,21324,27200,6876,6028,4284,3044,3996,2112,2572,3984,18576,10900,25048,0,191324
94306,438986,7168,5640,1052,436,756,7776,524,11124,15764,540,15128,2448,0,0,0,0,164,0,0,144,30496,22976,30056,28704,7836,7856,5524,3156,3836,2516,2400,3468,11988,15396,0,25048,258146
53072,258026,4536,3412,348,280,476,4548,436,7276,6936,480,8584,2408,0,144,0,0,0,0,0,144,13816,23636,11356,9928,3804,3700,2288,1472,1576,1172,1296,2072,5784,0,15396,10900,153319
41952,190680,2480,2548,176,328,268,2496,204,2992,7876,1616,2912,4484,0,0,0,0,0,0,0,0,19756,14684,3224,6840,57228,59076,29596,26548,33312,23776,26068,36652,0,5784,11988,18576,147912
121518,547123,4316,3172,480,340,8272,17488,10908,3496,3488,460,616,516,0,144,0,0,36176,15348,17140,24300,7388,420,108,72,10456,10340,11456,4516,20872,11944,16908,0,36652,2072,3468,3984,3512231
89715,411868,3528,3120,476,220,6348,11496,6664,5508,1972,288,672,84,0,144,0,0,11440,10708,19520,24968,4624,296,48,156,6380,5836,9052,3204,14812,10340,0,16908,26068,1296,2400,2572,2791640
86518,428717,2100,2604,504,216,10244,6876,7804,2232,1484,148,628,516,0,0,144,0,8884,31172,11888,10568,4548,340,36,204,4376,5276,7708,1624,14296,0,10340,11944,23776,1172,2516,2112,3959022
125263,618312,4176,2272,780,252,10940,15128,9728,6396,1764,264,560,1256,0,144,0,0,25492,24912,24240,19400,7768,436,96,336,8052,7816,13364,3352,0,14296,14812,20872,33312,1576,3836,3996,3946310
85182,370476,7024,9868,4152,6508,456,2532,200,4148,2492,304,372,3644,5740,12080,17364,30500,0,0,0,0,7472,312,132,328,21528,31980,19468,0,3352,1624,3204,4516,26548,1472,3156,3044,1169494
119862,520308,11384,15169,9980,3756,600,6152,556,10660,4280,456,1064,5864,30140,20060,27484,21880,308,0,0,0,8408,652,340,424,36616,33752,0,19468,13364,7708,9052,11456,29596,2288,5524,4284,4187492
182150,872120,19700,15908,12208,9512,680,7780,456,9056,5328,476,1448,3472,27588,32684,35988,41972,0,320,0,0,14568,848,216,412,77516,0,33752,31980,7816,5276,5836,10340,59076,3700,7856,6028,12423739
177324,843372,19892,10192,9340,14676,824,5480,448,8512,5500,456,1196,3580,39100,45312,25796,23364,156,156,0,156,14964,772,92,196,0,77516,36616,21528,8052,4376,6380,10456,57228,3804,7836,6876,3970062
39887,401491,3680,2812,2904,4664,192,204,432,1200,22744,33796,20996,252,1392,2616,1940,2632,128,228,120,580,2260,10860,13272,0,196,412,424,328,336,204,156,72,6840,9928,28704,27200,52399
41763,390699,4940,2436,4752,2816,324,252,252,960,19144,27384,22769,480,3084,1468,2536,1548,76,264,128,180,9744,16908,0,13272,92,216,340,132,96,36,48,108,3224,11356,30056,21324,40466
46420,460136,8372,2688,3784,4404,540,368,396,1236,24232,64000,28140,492,2868,1628,2064,3800,408,940,2668,2736,12108,0,16908,10860,772,848,652,312,436,340,296,420,14684,23636,22976,15092,71757
42275,418181,4184,3432,3632,4068,348,264,288,720,24405,36237,22036,532,2672,1580,3180,2560,164,172,232,272,0,12108,9744,2260,14964,14568,8408,7472,7768,4548,4624,7388,19756,13816,30496,41804,53811
