10,31397508,16112268,202219092,137349732
8,28822501,16579990,194402260,141619552
12,33624400,16579858,213608135,141617824
6,31202112,16112285,201437532,137349812
7,35800078,22530655,249446416,191074300
3,36844680,22530468,253623003,191072316
11,29735073,16580133,198054383,141621484
9,28779665,16580307,194234503,141623428
5,29195586,16579919,195893139,141618104
4,34381948,22530827,243776000,191076468
2,37493590,22530487,256218715,191072404
1,36254129,22530623,251262520,191074196
0,24951951,22627962,206358004,191663848
