309482,39998,1144,3857,564,540,569,1273,13871,936,14066,8193,2766,2718,12683,22622,19690,7488,2703697,1579256,978539,2395783,1622445,1033217,600545,955437,0
22262,38685,1040,905,127,36,851,2500,155,1355,25,24,0,48,5220,11880,3523,4048,2292,3185,3959,4446,6269,1429,4122,0,955437
20454,37742,709,805,186,72,996,1900,150,1476,1,75,0,72,3581,11664,3165,2875,1229,1218,2395,1949,5142,4045,0,4122,600545
19759,36360,519,680,104,36,986,2032,296,1453,1,18,0,72,2949,10971,2851,4427,1517,1480,2105,1770,4119,0,4045,1429,1033217
38773,70918,1347,1775,240,142,1706,4599,288,2546,25,73,0,147,7601,19109,6676,9006,2436,2702,5152,3595,0,4119,5142,6269,1622445
44513,81063,3529,4738,1493,1967,184,894,308,1124,16139,7994,2620,2504,443,14131,467,506,7435,8527,8953,0,3595,1770,1949,4446,2395783
23440,43393,1485,2494,1015,726,60,536,147,399,4164,3894,2242,4743,42,7804,372,146,5873,5412,0,8953,5152,2105,2395,3959,978539
28088,52263,1505,2725,1208,801,72,378,182,355,5735,5319,3216,2194,155,10042,92,146,4308,0,5412,8527,2702,1480,1218,3185,1579256
26901,51209,1435,2524,868,948,71,397,77,361,6411,2966,4547,2599,449,10129,110,83,0,4308,5873,7435,2436,1517,1229,2292,2703697
14098,170713,464,1226,275,1415,3459,8539,3651,2654,295,179,48,187,5500,4363,7155,0,83,146,146,506,9006,4427,2875,4048,7488
11197,162877,514,1403,365,1517,4729,7435,6282,4401,1072,1229,275,880,5308,4690,0,7155,110,92,372,467,6676,2851,3165,3523,19690
11348,166509,270,1400,370,1436,3175,7223,6041,4521,1480,565,257,175,5168,0,4690,4363,10129,10042,7804,14131,19109,10971,11664,11880,22622
13634,175346,447,1307,349,1465,3450,7218,5280,3832,441,415,518,270,0,5168,5308,5500,449,155,42,443,7601,2949,3581,5220,12683
8619,108935,3538,5324,2795,2447,17,62,48,42,5377,2428,1497,0,270,175,880,187,2599,2194,4743,2504,147,72,72,48,2718
9705,109694,2842,6405,3300,3046,0,0,0,1,7972,2406,0,1497,518,257,275,48,4547,3216,2242,2620,0,0,0,0,2766
117785,177241,5120,12285,4631,4148,30,37,10,28,16659,0,2406,2428,415,565,1229,179,2966,5319,3894,7994,73,18,75,24,8193
24580,288030,8811,17900,6625,7585,8,7,11,23,0,16659,7972,5377,441,1480,1072,295,6411,5735,4164,16139,25,1,1,25,14066
6856,1053121,428,781,301,287,869,1958,1307,0,23,28,1,42,3832,4521,4401,2654,361,355,399,1124,2546,1453,1476,1355,936
3170,1049028,759,968,363,311,835,2507,0,1307,11,10,0,48,5280,6041,6282,3651,77,182,147,308,288,296,150,155,13871
8181,2102007,685,963,421,336,1582,0,2507,1958,7,37,0,62,7218,7223,7435,8539,397,378,536,894,4599,2032,1900,2500,1273
6847,1049103,538,835,325,413,0,1582,835,869,8,30,0,17,3450,3175,4729,3459,71,72,60,184,1706,986,996,851,569
6652,1062246,502,1454,648,0,413,336,311,287,7585,4148,3046,2447,1465,1436,1517,1415,948,801,726,1967,142,36,72,36,540
6699,1046589,675,1041,0,648,325,421,363,301,6625,4631,3300,2795,349,370,365,275,868,1208,1015,1493,240,104,186,127,564
8390,2151521,2599,0,1041,1454,835,963,968,781,17900,12285,6405,5324,1307,1400,1403,1226,2524,2725,2494,4738,1775,680,805,905,3857
3716,1046934,0,2599,675,502,538,685,759,428,8811,5120,2842,3538,447,270,514,464,1435,1505,1485,3529,1347,519,709,1040,1144
11034,0,1046934,2151521,1046589,1062246,1049103,2102007,1049028,1053121,288030,177241,109694,108935,175346,166509,162877,170713,51209,52263,43393,81063,70918,36360,37742,38685,39998
0,11034,3716,8390,6699,6652,6847,8181,3170,6856,24580,117785,9705,8619,13634,11348,11197,14098,26901,28088,23440,44513,38773,19759,20454,22262,309482

