60579219,8147770,3045984,2228958,3462706,2049676,1298241,7094284,0
51260131,6290867,2093348,1171580,2583139,1400494,7287451,0,7094284
46474998,5575879,2208295,7642964,2311425,1398378,0,7287451,1298241
43660334,5113978,2359783,7617734,9287719,0,1398378,1400494,2049676
34061949,3658625,7332505,2216950,0,9287719,2311425,2583139,3462706
40690616,4677981,2305757,0,2216950,7617734,7642964,1171580,2228958
36037429,9730313,0,2305757,7332505,2359783,2208295,2093348,3045984
36626948,0,9730313,4677981,3658625,5113978,5575879,6290867,8147770
0,36626948,36037429,40690616,34061949,43660334,46474998,51260131,60579219

