1331189,5498591,2782370,2847275,2836229,2822214,2802346,2811455,0
895813,5459257,2743426,2819818,2824339,2792067,2788138,0,2811455
919350,5451984,2755909,2812314,2789118,2777713,0,2788138,2802346
934755,5481734,2769718,2818495,2803041,0,2777713,2792067,2822214
885357,5473117,2801707,2829303,0,2803041,2789118,2824339,2836229
1560107,5494622,2871087,0,2829303,2818495,2812314,2819818,2847275
587331,5471358,0,2871087,2801707,2769718,2755909,2743426,2782370
1686077,0,5471358,5494622,5473117,5481734,5451984,5459257,5498591
0,1686077,587331,1560107,885357,934755,919350,895813,1331189

