                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4      | Core 5    
  Instructions                       |    9633403 |    4723288 |  424434842 |  393907024 |  1445486237 |    3793847
  Cycles                             |  911936320 |  911936320 |  911936320 |  911936320 |   911936320 |  911936320
  IPC                                |       0.01 |       0.01 |       0.47 |       0.43 |        1.59 |       0.00
  Time (ns)                          |  314460800 |  314460800 |  314460800 |  314460800 |   314460800 |  314460800
  Idle time (ns)                     |  312001050 |  312583786 |  126191507 |  269627424 |     5598945 |  313536081
  Idle time (%)                      |      99.2% |      99.4% |      40.1% |      85.7% |        1.8% |      99.7%
Branch predictor stats               |            |            |            |            |             |           
  num correct                        |    1273707 |     228026 |   21345750 |     603144 |   172803391 |     415761
  num incorrect                      |       7611 |        729 |       2764 |       9695 |     8119081 |       5267
  misprediction rate                 |      0.59% |      0.32% |      0.01% |      1.58% |       4.49% |      1.25%
  mpki                               |       0.79 |       0.15 |       0.01 |       0.02 |        5.62 |       1.39
TLB Summary                          |            |            |            |            |             |           
  I-TLB                              |            |            |            |            |             |           
    num accesses                     |    1522048 |     429954 |   32076568 |   22171699 |   164865235 |     544513
    num misses                       |        113 |         35 |         35 |         41 |          47 |         41
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |       0.00% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |        0.00 |       0.01
  D-TLB                              |            |            |            |            |             |           
    num accesses                     |    4800112 |    4058544 |  286162032 |   92144110 |   703484284 |    2047941
    num misses                       |      12296 |       5342 |       2807 |       8469 |       90413 |       1392
    miss rate                        |      0.26% |      0.13% |      0.00% |      0.01% |       0.01% |      0.07%
    mpki                             |       1.28 |       1.13 |       0.01 |       0.02 |        0.06 |       0.37
  L2 TLB                             |            |            |            |            |             |           
    num accesses                     |      12409 |       5377 |       2842 |       8510 |       90460 |       1433
    num misses                       |       3298 |       5324 |       2818 |       6352 |        5494 |       1118
    miss rate                        |     26.58% |     99.01% |     99.16% |     74.64% |       6.07% |     78.02%
    mpki                             |       0.34 |       1.13 |       0.01 |       0.02 |        0.00 |       0.29
Cache Summary                        |            |            |            |            |             |           
  Cache L1-I                         |            |            |            |            |             |           
    num cache accesses               |    1522048 |     429954 |   32076568 |   22171699 |   164865235 |     544513
    num cache misses                 |       1838 |        459 |       1097 |       2831 |       91995 |        799
    miss rate                        |      0.12% |      0.11% |      0.00% |      0.01% |       0.06% |      0.15%
    mpki                             |       0.19 |       0.10 |       0.00 |       0.01 |        0.06 |       0.21
  Cache L1-D                         |            |            |            |            |             |           
    num cache accesses               |    4800112 |    4058544 |  286162032 |   92144110 |   703484284 |    2047941
    num cache misses                 |     168971 |     334386 |     179433 |     188328 |    10017322 |      18416
    miss rate                        |      3.52% |      8.24% |      0.06% |      0.20% |       1.42% |      0.90%
    mpki                             |      17.54 |      70.80 |       0.42 |       0.48 |        6.93 |       4.85
  Cache L2                           |            |            |            |            |             |           
    num cache accesses               |     237202 |     483143 |     181853 |     194057 |    10116453 |      19698
    num cache misses                 |     158593 |     333503 |     178174 |     189294 |      276194 |      15942
    miss rate                        |     66.86% |     69.03% |     97.98% |     97.55% |       2.73% |     80.93%
    mpki                             |      16.46 |      70.61 |       0.42 |       0.48 |        0.19 |       4.20
  Cache L3                           |            |            |            |            |             |           
    num cache accesses               |     224990 |     481802 |     179633 |     192194 |      284613 |      16435
    num cache misses                 |     157792 |     332956 |     176379 |      13092 |      260406 |       1045
    miss rate                        |     70.13% |     69.11% |     98.19% |      6.81% |      91.49% |      6.36%
    mpki                             |      16.38 |      70.49 |       0.42 |       0.03 |        0.18 |       0.28
DRAM summary                         |            |            |            |            |             |           
  num dram accesses                  |     303738 |          0 |     303754 |          0 |      303791 |          0
  average dram access latency (ns)   |      61.26 |        inf |      61.27 |        inf |       61.26 |        inf
  average dram queueing delay        |       0.01 |       0.00 |       0.01 |       0.00 |        0.01 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |             |           
  num loads from dram                |      71151 |     314127 |      69198 |       7536 |       96845 |        311
  num loads from dram cache          |          0 |          0 |          0 |          0 |           0 |          0
  num loads from remote cache        |      10018 |         12 |      98605 |        471 |       76665 |        293
