3,8629905784,1968643171,55440324362,16232586204
6,14175935018,1961309451,77586573170,16174034544
5,12687355898,1961339064,71632258714,16174152996
4,9388369626,1968643460,58474183111,16232589916
10,6544787783,2352852035,51236237219,19403410428
9,6636470720,2352851885,51602963709,19403412184
8,6516481589,2352851818,51123009307,19403409560
7,6398915040,2352852547,50652745459,19403412472
2,9162920076,2352851213,61708771390,19403409700
1,8823677936,2352851156,60351801006,19403408208
0,9097467944,2353205262,61447812435,19405713988
