16,60935489,31394050,448215098,244908245
15,61160580,31488000,449831282,245645121
14,61196188,31499830,450077134,245735713
13,61058887,31444732,449095950,245304965
12,61030118,31420494,448862230,245111653
11,61124117,31458751,449539822,245410945
10,61187217,31486503,449993926,245629997
9,61007276,31417177,448712464,245086739
8,61311862,31539849,450887810,246044977
7,61223678,31498176,450244894,245718437
6,61290065,31535227,450745051,246010053
5,61245839,31503085,450397570,245753773
4,61217171,31510865,450233454,245822625
3,61247082,31513557,450425844,245841909
2,61099500,31451568,449373511,245359157
1,61098030,31452863,449360400,245368297
0,169612738,104646098,1279464093,822067683
