56408868,7477738,6846954,5942620,5908501,7571909,6730574,12277926,11809463,0
52721930,6161467,6165273,5226352,5319247,7106592,6011054,10593814,0,11809463
54430704,6517406,6216167,5564907,5763495,7495757,5977981,0,10593814,12277926
40198283,3803733,3973118,2824225,2911014,4581692,0,5977981,6011054,6730574
38382687,4060065,4875035,4206345,4632421,0,4581692,7495757,7106592,7571909
39434341,3114906,3343582,2638044,0,4632421,2911014,5763495,5319247,5908501
39730507,2931734,3049509,0,2638044,4206345,2824225,5564907,5226352,5942620
8619815,4063661,0,3049509,3343582,4875035,3973118,6216167,6165273,6846954
8012455,0,4063661,2931734,3114906,4060065,3803733,6517406,6161467,7477738
0,8012455,8619815,39730507,39434341,38382687,40198283,54430704,52721930,56408868

