3605851236,3759891528,4973302296,3523018908,3351682008,4183112312,4192282388,2806726568,933466900,1388206880,0
4204739329,1538335028,1526902300,1791426448,1566916616,1478455496,1576011268,2412491216,36596227076,0,1388206880
2033493210,2759376948,1086452648,1359568820,1248284480,1194569464,1214151404,2208741132,0,36596227076,933466900
3562546103,4408398968,5117334800,3609612236,3419658164,3727861924,3337922216,0,2208741132,2412491216,2806726568
3609918359,2854864588,2601364896,2371783956,1980482976,3547441516,0,3337922216,1214151404,1576011268,4192282388
2782572423,2707008940,2630452468,2961608248,2505877532,0,3547441516,3727861924,1194569464,1478455496,4183112312
2915741071,2530557520,2512373596,4023686084,0,2505877532,1980482976,3419658164,1248284480,1566916616,3351682008
3262025937,2776627032,2719358104,0,4023686084,2961608248,2371783956,3609612236,1359568820,1791426448,3523018908
9973973350,3507416552,0,2719358104,2512373596,2630452468,2601364896,5117334800,1086452648,1526902300,4973302296
8333443496,0,3507416552,2776627032,2530557520,2707008940,2854864588,4408398968,2759376948,1538335028,3759891528
0,8333443496,9973973350,3262025937,2915741071,2782572423,3609918359,3562546103,2033493210,4204739329,3605851236

