28166144,2689150,2918229,3171756,2937831,2520274,1564922,5859108,2344265,2197463,2280761,2599756,3646298,0
36684873,2796639,3701577,3419881,3307188,2853067,3026449,8279989,3158789,2500698,2893695,3154894,0,3646298
31797494,2292412,2245323,2560076,2511179,1972792,2502359,5888360,2508723,1674523,2368668,0,3154894,2599756
29269165,2314591,2495608,2689959,2356134,2087960,1834444,4867346,2604745,1628533,0,2368668,2893695,2280761
28904436,1779921,1765174,2061208,2027863,1614833,1993231,5302069,1597021,0,1628533,1674523,2500698,2197463
29606058,2410113,2549162,2805577,2806274,2301567,1927634,5137100,0,1597021,2604745,2508723,3158789,2344265
49009564,5785902,6113555,6382156,6312261,5321172,5223773,0,5137100,5302069,4867346,5888360,8279989,5859108
29092319,2137269,2269118,2420178,2389859,2244209,0,5223773,1927634,1993231,1834444,2502359,3026449,1564922
31030742,2272178,2318952,2279983,2676972,0,2244209,5321172,2301567,1614833,2087960,1972792,2853067,2520274
31593918,2617558,2784432,2988801,0,2676972,2389859,6312261,2806274,2027863,2356134,2511179,3307188,2937831
31461841,2227615,2934549,0,2988801,2279983,2420178,6382156,2805577,2061208,2689959,2560076,3419881,3171756
32862201,2464460,0,2934549,2784432,2318952,2269118,6113555,2549162,1765174,2495608,2245323,3701577,2918229
7154484,0,2464460,2227615,2617558,2272178,2137269,5785902,2410113,1779921,2314591,2292412,2796639,2689150
0,7154484,32862201,31461841,31593918,31030742,29092319,49009564,29606058,28904436,29269165,31797494,36684873,28166144

