296819719,31363956,30868724,30549900,29983752,30171332,42550996,48404888,0
295463275,29867152,31439604,31080064,30185980,30177608,38530396,0,48404888
278819779,24683768,25837372,24917756,25790852,25534576,0,38530396,42550996
251173283,18823240,18456472,17503432,19041264,0,25534576,30177608,30171332
229322907,16080756,21292176,20270952,0,19041264,25790852,30185980,29983752
256140555,21101116,19012900,0,20270952,17503432,24917756,31080064,30549900
257182403,20564088,0,19012900,21292176,18456472,25837372,31439604,30868724
39831884,0,20564088,21101116,16080756,18823240,24683768,29867152,31363956
0,39831884,257182403,256140555,229322907,251173283,278819779,295463275,296819719

