279620203,29912356,27398600,23771576,23635032,30289148,26923940,49139384,47241844,0
264866007,24647100,24671784,20906344,21277832,28427884,24045344,42399192,0,47241844
271714647,26078716,24906344,22268608,23062144,29990796,23921896,0,42399192,49139384
214761615,15215444,15897412,11297256,11644428,18327416,0,23921896,24045344,26923940
207587503,16240896,19503788,16826192,18530440,0,18327416,29990796,28427884,30289148
211749159,12460184,13378560,10552712,0,18530440,11644428,23062144,21277832,23635032
212891799,11727200,12202576,0,10552712,16826192,11297256,22268608,20906344,23771576
34901738,16258588,0,12202576,13378560,19503788,15897412,24906344,24671784,27398600
32509708,0,16258588,11727200,12460184,16240896,15215444,26078716,24647100,29912356
0,32509708,34901738,212891799,211749159,207587503,214761615,271714647,264866007,279620203

