2200402,3420132,1718842,1705110,1616574,1644521,1634166,1633511,1635106,0
3359243,3419005,1742210,1683529,1605708,1650810,1630482,1649920,0,1635106
1443246,3440978,1756896,1691638,1625065,1634646,1643060,0,1649920,1633511
1449509,3399592,1729786,1688373,1611919,1637184,0,1643060,1630482,1634166
1433127,3427773,1732919,1677002,1618885,0,1637184,1634646,1650810,1644521
1439100,3414790,1716797,1659837,0,1618885,1611919,1625065,1605708,1616574
1250130,3497878,1755875,0,1659837,1677002,1688373,1691638,1683529,1705110
1275088,3479160,0,1755875,1716797,1732919,1729786,1756896,1742210,1718842
3494159,0,3479160,3497878,3414790,3427773,3399592,3440978,3419005,3420132
0,3494159,1275088,1250130,1439100,1433127,1449509,1443246,3359243,2200402

