9784901722,10269459772,11042028596,9039071188,8495330996,8023577484,8889348616,9786608020,0
3392431827,2985001324,3135336340,3120239264,7590722524,4854281300,2893979532,0,9786608020
3120015943,3026006792,3477922832,5502740232,7922127548,5297970456,0,2893979532,8889348616
4491075805,5672214288,8763224824,4442624392,8326060640,0,5297970456,4854281300,8023577484
6279336341,10987104080,8973732940,6863527452,0,8326060640,7922127548,7590722524,8495330996
3242271143,2656547876,2650474552,0,6863527452,4442624392,5502740232,3120239264,9039071188
5758105082,3249782092,0,2650474552,8973732940,8763224824,3477922832,3135336340,11042028596
4183775128,0,3249782092,2656547876,10987104080,5672214288,3026006792,2985001324,10269459772
0,4183775128,5758105082,3242271143,6279336341,4491075805,3120015943,3392431827,9784901722

