48493553,43523295,44717770,38851521,42460650,51642108,40438473,46336576,39934387,42703131,0
43847055,36301579,36056118,41918411,36330057,20420228,42124177,20102645,43808551,0,42703131
45444644,40914140,38885892,38472831,35903195,49636722,37064991,45298057,0,43808551,39934387
42943516,35042814,36573445,44749179,37298770,15560265,43802683,0,45298057,20102645,46336576
47808396,39982348,38914782,36245824,36826885,49212361,0,43802683,37064991,42124177,40438473
49889999,38415375,38810260,50460752,42550990,0,49212361,15560265,49636722,20420228,51642108
41582694,36342914,35756150,37551978,0,42550990,36826885,37298770,35903195,36330057,42460650
44611009,41287515,38788508,0,37551978,50460752,36245824,44749179,38472831,41918411,38851521
46403567,41075921,0,38788508,35756150,38810260,38914782,36573445,38885892,36056118,44717770
47391399,0,41075921,41287515,36342914,38415375,39982348,35042814,40914140,36301579,43523295
0,47391399,46403567,44611009,41582694,49889999,47808396,42943516,45444644,43847055,48493553

