105647423,6831336,7599628,7531592,9563568,6951976,180449120,7201708,191490548,4860564,10852580,9458076,18785624,0
259673031,12438740,13804636,15224148,31588000,11017772,21363924,22080908,18448316,8671048,164166720,10144240,0,18785624
159722083,5961584,235815908,190283168,13861892,5217980,10072776,6208756,8981168,2731296,5488240,0,10144240,9458076
186139447,8341312,10664748,10036320,18000548,166124032,11161244,9842272,10559008,4254352,0,5488240,164166720,10852580
113612919,3620860,4623616,3918708,8140840,3671200,4620524,183833488,196184128,0,4254352,2731296,8671048,4860564
118911423,7420100,8891448,8421472,10401960,7997548,10731888,8224796,0,196184128,10559008,8981168,18448316,191490548
126391899,5638320,6133468,7452188,9110268,177123532,8592032,0,8224796,183833488,9842272,6208756,22080908,7201708
110004575,6602132,7904836,8854656,173759640,7115032,0,8592032,10731888,4620524,11161244,10072776,21363924,180449120
140841039,4914568,6409412,6935576,12964684,0,7115032,177123532,7997548,3671200,166124032,5217980,11017772,6951976
98681090,9121464,10993920,158625092,0,12964684,173759640,9110268,10401960,8140840,18000548,13861892,31588000,9563568
131693499,5256136,6390900,0,158625092,6935576,8854656,7452188,8421472,3918708,10036320,190283168,15224148,7531592
130350830,189274140,0,6390900,10993920,6409412,7904836,6133468,8891448,4623616,10664748,235815908,13804636,7599628
265635560,0,189274140,5256136,9121464,4914568,6602132,5638320,7420100,3620860,8341312,5961584,12438740,6831336
0,265635560,130350830,131693499,98681090,140841039,110004575,126391899,118911423,113612919,186139447,159722083,259673031,105647423

