418839,58560,873,603,611,706,2296,510,513,579,544,535,1738,598,5168,3915,4657,3772,3463,5791,3845,5530,5023,5625,4505,5293,5410,27928,185999,718543,274438,360494,314269,153067,197026,89583,51687,76770,64907,35581,260170,0
80202,146908,1522,313,291,51,62,91,58,896,73,615,100,102,14470,0,0,0,18,1758,0,177,0,0,0,0,51,69230,10184,6393,1959,1005,4864,2932,2816,20104,1010,2424,8746,9881,0,260170
19004,39012,1225,241,329,49,72,132,58,724,338,1795,1422,506,425,0,0,0,0,1362,0,46,0,4558,4899,2804,2143,5755,741,1746,679,345,821,438,470,342,5550,7704,4145,0,9881,35581
21462,39300,1218,268,416,91,66,114,97,876,1757,1547,538,895,472,0,24,72,6,1614,0,43,0,4717,2666,5730,2360,7098,3788,4570,3284,1918,2189,2148,2019,1927,5082,7301,0,4145,8746,64907
31547,61054,2353,546,595,141,175,122,120,1108,1308,2173,1416,2296,819,0,0,0,0,1980,48,64,3,5233,4634,5095,8803,9299,1236,2895,1270,548,1371,653,638,709,8021,0,7301,7704,2424,76770
22408,40287,1536,424,411,106,63,99,125,869,1040,1706,761,1253,746,0,24,48,0,1367,24,49,24,4181,5557,4835,2702,7395,928,2182,916,439,1004,538,520,466,0,8021,5082,5550,1010,51687
21328,43306,549,133,154,22,700,777,1048,1602,24,187,33,64,413,0,0,24,0,2777,1971,4165,4599,0,0,0,0,2947,3934,1883,797,327,6855,7220,4645,0,466,709,1927,342,20104,89583
24063,44295,770,179,222,39,1395,683,1304,1343,53,454,53,111,309,0,0,26,0,5205,3283,5270,2931,0,0,0,0,2681,5121,2241,780,320,6489,6950,0,4645,520,638,2019,470,2816,197026
25066,44906,751,130,287,33,1406,1244,948,1324,53,467,61,109,264,0,0,0,0,5876,4106,2053,4953,0,0,0,0,2694,5516,2307,784,294,6197,0,6950,7220,538,653,2148,438,2932,153067
23248,45776,695,187,268,47,987,1364,933,1425,66,331,67,94,287,0,24,24,0,5256,3825,3825,3004,0,0,0,24,2768,5418,2625,1340,696,0,6197,6489,6855,1004,1371,2189,821,4864,314269
14972,28651,1212,1198,622,825,120,46,31,498,48,394,29,59,287,3286,2424,2288,2629,1041,4,31,4,0,0,15,26,2659,4561,3689,4849,0,696,294,320,327,439,548,1918,345,1005,360494
25947,49236,2534,1575,1783,936,72,140,82,679,58,808,107,103,454,4880,4112,4905,3778,1621,6,53,6,0,0,0,9,4263,9421,8941,0,4849,1340,784,780,797,916,1270,3284,679,1959,274438
23218,44814,1980,1780,778,1395,132,112,36,624,59,573,66,129,407,5078,2237,3319,5513,1125,1,72,8,0,0,0,1,4400,9407,0,8941,3689,2625,2307,2241,1883,2182,2895,4570,1746,6393,718543
29551,56421,2729,890,2570,1202,92,112,70,524,110,671,109,133,634,2901,7032,6245,3610,1852,6,57,8,0,0,0,1,4902,0,9407,9421,4561,5418,5516,5121,3934,928,1236,3788,741,10184,185999
37766,446217,796,393,875,5950,20,6,0,143,0,250,34,28,59216,210,209,153,465,2192,1100,640,169,181,108,188,205,0,4902,4400,4263,2659,2768,2694,2681,2947,7395,9299,7098,5755,69230,27928
10598,133515,737,267,908,572,0,12,0,161,4104,3415,4483,4532,79,23,85,56,223,74,76,133,69,4895,2309,4017,0,205,1,1,9,26,24,0,0,0,2702,8803,2360,2143,51,5410
11332,129711,656,175,939,808,0,0,24,179,4802,4231,3140,4055,56,16,33,62,99,61,61,106,53,1711,3871,0,4017,188,0,0,0,15,0,0,0,0,4835,5095,5730,2804,0,5293
11059,134368,576,235,858,724,0,0,14,179,3825,4437,4133,3004,56,46,60,8,59,65,36,103,55,2843,0,3871,2309,108,0,0,0,0,0,0,0,0,5557,4634,2666,4899,0,4505
11658,140799,740,341,925,596,0,0,0,172,3449,3871,4804,5686,54,42,173,58,90,42,143,154,83,0,2843,1711,4895,181,0,0,0,0,0,0,0,0,4181,5233,4717,4558,0,5625
11473,137571,464,387,521,1075,3435,3211,4759,5211,0,276,0,0,25,86,35,99,121,4255,3972,5529,0,83,55,53,69,169,8,8,6,4,3004,4953,2931,4599,24,3,0,0,0,5023
11202,142893,598,354,533,962,5814,4356,3212,3383,22,262,20,21,96,89,86,131,185,4202,4430,0,5529,154,103,106,133,640,57,72,53,31,3825,2053,5270,4165,49,64,43,46,177,5530
10580,121111,448,305,678,788,4656,3368,3413,4028,3,190,0,0,8,53,72,81,89,4659,0,4430,3972,143,36,61,76,1100,6,1,6,4,3825,4106,3283,1971,24,48,0,0,0,3845
11373,136927,584,389,511,1004,4887,3590,4144,4074,0,222,0,26,2370,79,52,69,231,0,4659,4202,4255,42,65,61,74,2192,1852,1125,1621,1041,5256,5876,5205,2777,1367,1980,1614,1362,1758,5791
10451,131609,3043,5330,3433,5564,0,0,0,81,6,80,0,12,0,3188,4650,2034,0,231,89,185,121,90,59,99,223,465,3610,5513,3778,2629,0,0,0,0,0,0,6,0,18,3463
116861,131176,4785,3991,4387,4308,0,21,22,103,50,80,0,0,26,4718,3356,0,2034,69,81,131,99,58,8,62,56,153,6245,3319,4905,2288,24,0,26,24,48,0,72,0,0,3772
11189,137241,5626,3601,4297,4865,3,32,16,81,13,80,0,1,18,4090,0,3356,4650,52,72,86,35,173,60,33,85,209,7032,2237,4112,2424,24,0,0,0,24,0,24,0,0,4657
11459,138175,4226,4440,5267,3825,0,0,0,81,0,80,0,1,5,0,4090,4718,3188,79,53,89,86,42,46,16,23,210,2901,5078,4880,3286,0,0,0,0,0,0,0,0,0,3915
13276,3471271,518,273,318,287,287,299,327,366,312,520,252,321,0,5,18,26,0,2370,8,96,25,54,56,56,79,59216,634,407,454,287,287,264,309,413,746,819,472,425,14470,5168
7171,1045908,495,252,429,114,166,182,145,432,184,312,388,0,321,1,1,0,12,26,0,21,0,5686,3004,4055,4532,28,133,129,103,59,94,109,111,64,1253,2296,895,506,102,598
3813,1051624,368,388,280,160,175,128,118,395,113,568,0,388,252,0,0,0,0,0,0,20,0,4804,4133,3140,4483,34,109,66,107,29,67,61,53,33,761,1416,538,1422,100,1738
6571,1047126,363,150,394,466,670,399,442,368,468,0,568,312,520,80,80,80,80,222,190,262,276,3871,4437,4231,3415,250,671,573,808,394,331,467,454,187,1706,2173,1547,1795,615,535
6617,1050825,287,200,210,243,243,242,301,267,0,468,113,184,312,0,13,50,6,0,3,22,0,3449,3825,4802,4104,0,110,59,58,48,66,53,53,24,1040,1308,1757,338,73,544
