17603086,27303068,13579612,13450644,12894580,13084428,13028256,13003128,13036560,0
23035067,27324248,13730912,13345008,12832704,13176876,13027468,13163980,0,13036560
11545866,27468492,13815904,13377352,12969244,13028064,13108380,0,13163980,13003128
11595974,27168496,13625596,13382240,12883460,13067880,0,13108380,13027468,13028256
11464918,27369100,13630316,13267040,12924856,0,13067880,13028064,13176876,13084428
11512702,27297028,13529564,13159812,0,12924856,12883460,12969244,12832704,12894580
10000934,27816332,13801964,0,13159812,13267040,13382240,13377352,13345008,13450644
10200649,27712984,0,13801964,13529564,13630316,13625596,13815904,13730912,13579612
27953174,0,27712984,27816332,27297028,27369100,27168496,27468492,27324248,27303068
0,27953174,10200649,10000934,11512702,11464918,11595974,11545866,23035067,17603086

