2603485,520548,102269,92650,254422,174256,866415678,1034293442,0
1054470,5209928,319236,240380,759092,432760,643384,0,1034293442
959615,4685717,291897,262568,715428,363924,0,643384,866415678
1375526,4290741,816432,99568,446572,0,363924,432760,174256
562187,4240190,766384,101969,0,446572,715428,759092,254422
28615,1068839,100096,0,101969,99568,262568,240380,92650
301596,15125335,0,100096,766384,816432,291897,319236,102269
134903,0,15125335,1068839,4240190,4290741,4685717,5209928,520548
0,134903,301596,28615,562187,1375526,959615,1054470,2603485

