                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   30338334 |   30932174 |   30853394 |   30776019 |   30860044 |   30479611 |   30748352 |   30643800 |   30277389 |   30207488 |   29869209 |   30393955
  Cycles                             |   19746400 |   19746400 |   19746400 |   19746400 |   14809800 |   14809800 |   14809800 |   14809800 |   19746400 |   19746400 |   19746400 |   19746400
  IPC                                |       1.54 |       1.57 |       1.56 |       1.56 |       2.08 |       2.06 |       2.08 |       2.07 |       1.53 |       1.53 |       1.51 |       1.54
  Time (ns)                          |    4936600 |    4936600 |    4936600 |    4936600 |    4936600 |    4936600 |    4936600 |    4936600 |    4936600 |    4936600 |    4936600 |    4936600
  Idle time (ns)                     |     189443 |     421015 |     385056 |     350996 |     324670 |     293220 |     268341 |     268514 |     268649 |     268808 |     268962 |     270095
  Idle time (%)                      |       3.8% |       8.5% |       7.8% |       7.1% |       6.6% |       5.9% |       5.4% |       5.4% |       5.4% |       5.4% |       5.4% |       5.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5294757 |    5807532 |    5582293 |    5646108 |    5826759 |    5615550 |    5737921 |    5624134 |    5468343 |    5409060 |    5222404 |    5612350
  num incorrect                      |      31112 |      21563 |      22921 |      24590 |      24529 |      25331 |      25324 |      25723 |      25700 |      25360 |      25136 |      22644
  misprediction rate                 |      0.58% |      0.37% |      0.41% |      0.43% |      0.42% |      0.45% |      0.44% |      0.46% |      0.47% |      0.47% |      0.48% |      0.40%
  mpki                               |       1.03 |       0.70 |       0.74 |       0.80 |       0.79 |       0.83 |       0.82 |       0.84 |       0.85 |       0.84 |       0.84 |       0.75
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1136759 |     958823 |    1021036 |    1001647 |     963852 |    1000507 |     988307 |    1016293 |    1061324 |    1068370 |    1106769 |    1036241
    num misses                       |        212 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11173651 |   10819520 |   11059469 |   10923342 |   10733208 |   10771444 |   10770808 |   10851042 |   10829659 |   10863318 |   10895110 |   10704304
    num misses                       |       1757 |       1502 |        271 |        260 |       1215 |        250 |       1538 |        257 |        344 |        313 |        313 |        295
    miss rate                        |      0.02% |      0.01% |      0.00% |      0.00% |      0.01% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.06 |       0.05 |       0.01 |       0.01 |       0.04 |       0.01 |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1969 |       1529 |        298 |        287 |       1242 |        277 |       1565 |        284 |        371 |        340 |        340 |        322
    num misses                       |        543 |        184 |        188 |        188 |        181 |        179 |        182 |        179 |        179 |        183 |        179 |        178
    miss rate                        |     27.58% |     12.03% |     63.09% |     65.51% |     14.57% |     64.62% |     11.63% |     63.03% |     48.25% |     53.82% |     52.65% |     55.28%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1136759 |     958823 |    1021036 |    1001647 |     963852 |    1000507 |     988307 |    1016293 |    1061324 |    1068370 |    1106769 |    1036241
    num cache misses                 |      12523 |        296 |        295 |        293 |        363 |        367 |        362 |        367 |        290 |        299 |        293 |        296
    miss rate                        |      1.10% |      0.03% |      0.03% |      0.03% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.41 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11173651 |   10819520 |   11059469 |   10923342 |   10733208 |   10771444 |   10770808 |   10851042 |   10829659 |   10863318 |   10895110 |   10704304
    num cache misses                 |     838441 |     800744 |     831017 |     815071 |     787921 |     787900 |     785058 |     799383 |     796769 |     808488 |     820132 |     782824
    miss rate                        |      7.50% |      7.40% |      7.51% |      7.46% |      7.34% |      7.31% |      7.29% |      7.37% |      7.36% |      7.44% |      7.53% |      7.31%
    mpki                             |      27.64 |      25.89 |      26.93 |      26.48 |      25.53 |      25.85 |      25.53 |      26.09 |      26.32 |      26.76 |      27.46 |      25.76
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     861340 |     807852 |     839549 |     822125 |     795463 |     795064 |     792621 |     806911 |     804749 |     816088 |     826838 |     789510
    num cache misses                 |      90408 |      80577 |      79052 |      80439 |      80070 |      80889 |      80114 |      81709 |      81125 |      80303 |      81076 |      80488
    miss rate                        |     10.50% |      9.97% |      9.42% |      9.78% |     10.07% |     10.17% |     10.11% |     10.13% |     10.08% |      9.84% |      9.81% |     10.19%
    mpki                             |       2.98 |       2.60 |       2.56 |       2.61 |       2.59 |       2.65 |       2.61 |       2.67 |       2.68 |       2.66 |       2.71 |       2.65
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     103100 |      87818 |      87713 |      87608 |      87674 |      87710 |      87742 |      88880 |      89241 |      88029 |      87898 |      87272
    num cache misses                 |      21947 |       9682 |       7944 |      10956 |      10119 |       8367 |       8993 |       9888 |      23406 |      22215 |      22102 |      20347
    miss rate                        |     21.29% |     11.03% |      9.06% |     12.51% |     11.54% |      9.54% |     10.25% |     11.13% |     26.23% |     25.24% |     25.15% |     23.31%
    mpki                             |       0.72 |       0.31 |       0.26 |       0.36 |       0.33 |       0.27 |       0.29 |       0.32 |       0.77 |       0.74 |       0.74 |       0.67
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      23092 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      23077 |          0 |          0 |          0
  average dram access latency (ns)   |    1730.04 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    1735.05 |        inf |        inf |        inf
  average dram queueing delay        |    1668.79 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |    1673.80 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6808 |         26 |         34 |         27 |         29 |         39 |         37 |         34 |         27 |         29 |         39 |         37
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       6789 |       5714 |       3612 |       6845 |       6233 |       4510 |       5091 |       5844 |      18682 |      17945 |      17872 |      16235
