                                     | Core 0      | Core 1     
  Instructions                       |  9226159996 |  9215235081
  Cycles                             |  2992715610 |  2992715610
  IPC                                |        3.08 |        3.08
  Time (ns)                          |  1031970900 |  1031970900
  Idle time (ns)                     |         267 |      255966
  Idle time (%)                      |        0.0% |        0.0%
Branch predictor stats               |             |            
  num correct                        |    43103959 |    39817296
  num incorrect                      |      149452 |      137771
  misprediction rate                 |       0.35% |       0.34%
  mpki                               |        0.02 |        0.01
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   867707363 |   867446183
    num misses                       |         303 |          38
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  4242477240 |  4240089687
    num misses                       |     5186863 |     5127339
    miss rate                        |       0.12% |       0.12%
    mpki                             |        0.56 |        0.56
  L2 TLB                             |             |            
    num accesses                     |     5187166 |     5127377
    num misses                       |      129308 |      124719
    miss rate                        |       2.49% |       2.43%
    mpki                             |        0.01 |        0.01
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   867707363 |   867446183
    num cache misses                 |      253449 |      204433
    miss rate                        |       0.03% |       0.02%
    mpki                             |        0.03 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  4242477240 |  4240089687
    num cache misses                 |    28931585 |    28748704
    miss rate                        |       0.68% |       0.68%
    mpki                             |        3.14 |        3.12
  Cache L2                           |             |            
    num cache accesses               |    29674269 |    29432139
    num cache misses                 |     2909766 |     2987647
    miss rate                        |       9.81% |      10.15%
    mpki                             |        0.32 |        0.32
  Cache L3                           |             |            
    num cache accesses               |     3961456 |     4056075
    num cache misses                 |       30849 |       19689
    miss rate                        |       0.78% |       0.49%
    mpki                             |        0.00 |        0.00
DRAM summary                         |             |            
  num dram accesses                  |       50528 |           0
  average dram access latency (ns)   |       64.14 |         inf
  average dram queueing delay        |        2.89 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |        7018 |         528
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
