                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4251250 |    3995114 |    3949578 |    3918748 |    3963286 |    3931274 |    3901613 |    3871386 |    3965738 |    3959461 |    3873854 |    3847083
  Cycles                             |    4218100 |    4218100 |    4218100 |    4218100 |   16872400 |   16872400 |   16872400 |   16872400 |    4218100 |    4218100 |    4218100 |    4218100
  IPC                                |       1.01 |       0.95 |       0.94 |       0.93 |       0.23 |       0.23 |       0.23 |       0.23 |       0.94 |       0.94 |       0.92 |       0.91
  Time (ns)                          |    4218100 |    4218100 |    4218100 |    4218100 |    4218100 |    4218100 |    4218100 |    4218100 |    4218100 |    4218100 |    4218100 |    4218100
  Idle time (ns)                     |        315 |     398335 |     399437 |     400251 |     400920 |     401667 |     402338 |     403079 |     403819 |     404487 |     405160 |     405839
  Idle time (%)                      |       0.0% |       9.4% |       9.5% |       9.5% |       9.5% |       9.5% |       9.5% |       9.6% |       9.6% |       9.6% |       9.6% |       9.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     436428 |     433763 |     423833 |     418615 |     430528 |     424455 |     417388 |     413996 |     426126 |     425454 |     409200 |     402115
  num incorrect                      |       4338 |        371 |        437 |        403 |        413 |        449 |        447 |        749 |       1070 |       1117 |       1176 |       1370
  misprediction rate                 |      0.98% |      0.09% |      0.10% |      0.10% |      0.10% |      0.11% |      0.11% |      0.18% |      0.25% |      0.26% |      0.29% |      0.34%
  mpki                               |       1.02 |       0.09 |       0.11 |       0.10 |       0.10 |       0.11 |       0.11 |       0.19 |       0.27 |       0.28 |       0.30 |       0.36
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     392854 |     327948 |     317000 |     305616 |     294793 |     284386 |     273190 |     262272 |     253179 |     243032 |     232442 |     213336
    num misses                       |        118 |         22 |         22 |         24 |         22 |         24 |         24 |         22 |         24 |         22 |         24 |         24
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1653183 |    1480391 |    1462571 |    1447447 |    1467021 |    1450289 |    1441138 |    1418316 |    1483444 |    1477926 |    1435476 |    1439415
    num misses                       |       6088 |       4705 |       4818 |       4700 |       4659 |       4640 |       4264 |       4843 |       4969 |       4156 |       4515 |       4496
    miss rate                        |      0.37% |      0.32% |      0.33% |      0.32% |      0.32% |      0.32% |      0.30% |      0.34% |      0.33% |      0.28% |      0.31% |      0.31%
