                                     | Core 0     | Core 1    
  Instructions                       |   27112538 |   24581990
  Cycles                             |   14945600 |   14945600
  IPC                                |       1.81 |       1.64
  Time (ns)                          |    3736400 |    3736400
  Idle time (ns)                     |      16533 |     490164
  Idle time (%)                      |       0.4% |      13.1%
Branch predictor stats               |            |           
  num correct                        |    1806506 |    1459759
  num incorrect                      |      37705 |      25399
  misprediction rate                 |      2.04% |      1.71%
  mpki                               |       1.39 |       1.03
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3344536 |    3091956
    num misses                       |        135 |         65
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12996734 |   12156315
    num misses                       |        305 |        103
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00
  L2 TLB                             |            |           
    num accesses                     |        440 |        168
    num misses                       |        258 |        147
    miss rate                        |     58.64% |     87.50%
    mpki                             |       0.01 |       0.01
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3344536 |    3091956
    num cache misses                 |       2778 |       1840
    miss rate                        |      0.08% |      0.06%
    mpki                             |       0.10 |       0.07
  Cache L1-D                         |            |           
    num cache accesses               |   12996734 |   12156315
    num cache misses                 |      50512 |      44423
    miss rate                        |      0.39% |      0.37%
    mpki                             |       1.86 |       1.81
  Cache L2                           |            |           
    num cache accesses               |      54141 |      46481
    num cache misses                 |       6930 |       3040
    miss rate                        |     12.80% |      6.54%
    mpki                             |       0.26 |       0.12
  Cache L3                           |            |           
    num cache accesses               |       7876 |       3358
    num cache misses                 |       6029 |        698
    miss rate                        |     76.55% |     20.79%
    mpki                             |       0.22 |       0.03
DRAM summary                         |            |           
  num dram accesses                  |       6697 |          0
  average dram access latency (ns)   |      62.50 |        inf
  average dram queueing delay        |       1.25 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       2476 |        248
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
