                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4      | Core 5    
  Instructions                       |    9633399 |    4579065 |  424433298 |  393906550 |  1445529983 |    3827935
  Cycles                             |  902104450 |  902104450 |  902104450 |  902104450 |   902104450 |  902104450
  IPC                                |       0.01 |       0.01 |       0.47 |       0.44 |        1.60 |       0.00
  Time (ns)                          |  311070500 |  311070500 |  311070500 |  311070500 |   311070500 |  311070500
  Idle time (ns)                     |  308556611 |  309239600 |  120014302 |  264241950 |     5629657 |  310043137
  Idle time (%)                      |      99.2% |      99.4% |      38.6% |      84.9% |        1.8% |      99.7%
Branch predictor stats               |            |            |            |            |             |           
  num correct                        |    1273752 |     203644 |   21345594 |     603245 |   172814491 |     418296
  num incorrect                      |       7564 |        729 |       2726 |       9542 |     8114342 |       5401
  misprediction rate                 |      0.59% |      0.36% |      0.01% |      1.56% |       4.48% |      1.27%
  mpki                               |       0.79 |       0.16 |       0.01 |       0.02 |        5.61 |       1.41
TLB Summary                          |            |            |            |            |             |           
  I-TLB                              |            |            |            |            |             |           
    num accesses                     |    1522049 |     430474 |   32076286 |   22171606 |   164870804 |     547871
    num misses                       |        118 |         36 |         33 |         41 |          48 |         41
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |       0.00% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |        0.00 |       0.01
  D-TLB                              |            |            |            |            |             |           
    num accesses                     |    4800110 |    3961025 |  286161379 |   92143860 |   703495110 |    2067641
    num misses                       |      10379 |       5345 |       2892 |       8480 |       87003 |       1550
    miss rate                        |      0.22% |      0.13% |      0.00% |      0.01% |       0.01% |      0.07%
    mpki                             |       1.08 |       1.17 |       0.01 |       0.02 |        0.06 |       0.40
  L2 TLB                             |            |            |            |            |             |           
    num accesses                     |      10497 |       5381 |       2925 |       8521 |       87051 |       1591
    num misses                       |       3142 |       5325 |       2815 |       6362 |        5636 |       1146
    miss rate                        |     29.93% |     98.96% |     96.24% |     74.66% |       6.47% |     72.03%
    mpki                             |       0.33 |       1.16 |       0.01 |       0.02 |        0.00 |       0.30
Cache Summary                        |            |            |            |            |             |           
  Cache L1-I                         |            |            |            |            |             |           
    num cache accesses               |    1522049 |     430474 |   32076286 |   22171606 |   164870804 |     547871
    num cache misses                 |       1834 |        463 |       1112 |       2816 |       91605 |        781
    miss rate                        |      0.12% |      0.11% |      0.00% |      0.01% |       0.06% |      0.14%
    mpki                             |       0.19 |       0.10 |       0.00 |       0.01 |        0.06 |       0.20
  Cache L1-D                         |            |            |            |            |             |           
    num cache accesses               |    4800110 |    3961025 |  286161379 |   92143860 |   703495110 |    2067641
    num cache misses                 |     169010 |     334379 |     179548 |     188406 |    10015143 |      18803
    miss rate                        |      3.52% |      8.44% |      0.06% |      0.20% |       1.42% |      0.91%
    mpki                             |      17.54 |      73.02 |       0.42 |       0.48 |        6.93 |       4.91
  Cache L2                           |            |            |            |            |             |           
    num cache accesses               |     237237 |     434115 |     182132 |     197174 |    10111738 |      21520
    num cache misses                 |     158586 |     333504 |     178496 |     189382 |      284776 |      16733
    miss rate                        |     66.85% |     76.82% |     98.00% |     96.05% |       2.82% |     77.76%
    mpki                             |      16.46 |      72.83 |       0.42 |       0.48 |        0.20 |       4.37
  Cache L3                           |            |            |            |            |             |           
    num cache accesses               |     224984 |     432778 |     180103 |     195336 |      291024 |      18679
    num cache misses                 |     157782 |     332949 |     145845 |     185625 |       94699 |       3354
    miss rate                        |     70.13% |     76.93% |     80.98% |     95.03% |      32.54% |     17.96%
    mpki                             |      16.38 |      72.71 |       0.34 |       0.47 |        0.07 |       0.88
DRAM summary                         |            |            |            |            |             |           
  num dram accesses                  |     489879 |          0 |          0 |     489894 |           0 |          0
  average dram access latency (ns)   |      61.28 |        inf |        inf |      61.26 |         inf |        inf
  average dram queueing delay        |       0.03 |       0.00 |       0.00 |       0.01 |        0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |             |           
  num loads from dram                |      74813 |     265107 |     135050 |       5538 |        1998 |       2429
  num loads from dram cache          |          0 |          0 |          0 |          0 |           0 |          0
  num loads from remote cache        |       6345 |          5 |       2524 |     170158 |        1442 |         88
