                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   81933480 |   82266014 |   81434512 |   80929767
  Cycles                             |   37090000 |   37090000 |   37090000 |   37090000
  IPC                                |       2.21 |       2.22 |       2.20 |       2.18
  Time (ns)                          |    9272500 |    9272500 |    9272500 |    9272500
  Idle time (ns)                     |      87127 |     246927 |     237226 |     238369
  Idle time (%)                      |       0.9% |       2.7% |       2.6% |       2.6%
Branch predictor stats               |            |            |            |           
  num correct                        |   13528133 |   14145917 |   13762879 |   13426786
  num incorrect                      |      64621 |      57813 |      59522 |      58012
  misprediction rate                 |      0.48% |      0.41% |      0.43% |      0.43%
  mpki                               |       0.79 |       0.70 |       0.73 |       0.72
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    2920949 |    2701556 |    2744420 |    2853296
    num misses                       |        222 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   31003989 |   30349012 |   30330871 |   30445938
    num misses                       |      22501 |      19076 |      17974 |      19031
    miss rate                        |      0.07% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.27 |       0.23 |       0.22 |       0.24
  L2 TLB                             |            |            |            |           
    num accesses                     |      22723 |      19103 |      18001 |      19058
    num misses                       |        787 |        308 |        301 |        292
    miss rate                        |      3.46% |      1.61% |      1.67% |      1.53%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    2920949 |    2701556 |    2744420 |    2853296
    num cache misses                 |      12903 |        382 |        380 |        383
    miss rate                        |      0.44% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.16 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   31003989 |   30349012 |   30330871 |   30445938
    num cache misses                 |    2321865 |    2244049 |    2244606 |    2287040
    miss rate                        |      7.49% |      7.39% |      7.40% |      7.51%
    mpki                             |      28.34 |      27.28 |      27.56 |      28.26
  Cache L2                           |            |            |            |           
    num cache accesses               |    2357143 |    2263192 |    2263756 |    2305782
    num cache misses                 |      82061 |      72090 |      72009 |      72585
    miss rate                        |      3.48% |      3.19% |      3.18% |      3.15%
    mpki                             |       1.00 |       0.88 |       0.88 |       0.90
  Cache L3                           |            |            |            |           
    num cache accesses               |     105081 |      91292 |      91223 |      91378
    num cache misses                 |      19303 |       8703 |       8730 |       8809
    miss rate                        |     18.37% |      9.53% |      9.57% |      9.64%
    mpki                             |       0.24 |       0.11 |       0.11 |       0.11
DRAM summary                         |            |            |            |           
  num dram accesses                  |      45478 |          0 |          0 |          0
  average dram access latency (ns)   |    2726.80 |        inf |        inf |        inf
  average dram queueing delay        |    2665.54 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       7027 |        431 |        282 |        282
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
