                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  3938554987 |    81742712 |    81902179 |    81518398 |    81143363 |    81779559 |    81429104 |    81305297 |    81474684 |    82058820 |    81250320 |    81837916
  Cycles                             |  4278836030 |  3246013540 |  4278836030 |  4278836030 |  4278836030 |  3246013540 |  4278836030 |  3246013540 |  4278836030 |  3246013540 |  4278836030 |  3246013540
  IPC                                |        0.92 |        0.03 |        0.02 |        0.02 |        0.02 |        0.03 |        0.02 |        0.03 |        0.02 |        0.03 |        0.02 |        0.03
  Time (ns)                          |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700 |  1475460700
  Idle time (ns)                     |    35141967 |  1441219887 |  1443227264 |  1443419517 |  1443692784 |  1441401618 |  1443589911 |  1441583138 |  1443639079 |  1441252706 |  1443668917 |  1441330938
  Idle time (%)                      |        2.4% |       97.7% |       97.8% |       97.8% |       97.8% |       97.7% |       97.8% |       97.7% |       97.8% |       97.7% |       97.8% |       97.7%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169349737 |     1580430 |     1585155 |     1576523 |     1575313 |     1587039 |     1575475 |     1577270 |     1579662 |     1583317 |     1576350 |     1583618
  num incorrect                      |     6329593 |       53179 |       54099 |       53173 |       53559 |       53806 |       53159 |       54018 |       53481 |       52887 |       53485 |       53527
  misprediction rate                 |       3.60% |       3.26% |       3.30% |       3.26% |       3.29% |       3.28% |       3.26% |       3.31% |       3.27% |       3.23% |       3.28% |       3.27%
  mpki                               |        1.61 |        0.65 |        0.66 |        0.65 |        0.66 |        0.66 |        0.65 |        0.66 |        0.66 |        0.64 |        0.66 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   773982069 |    12660895 |    12683400 |    12626462 |    12567790 |    12665118 |    12612368 |    12592531 |    12619175 |    12709027 |    12584933 |    12674827
    num misses                       |        1565 |          45 |          50 |          46 |          49 |          49 |          45 |          48 |          49 |          45 |          50 |          49
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  2331216033 |    51676785 |    51769463 |    51534660 |    51276285 |    51677108 |    51479595 |    51377542 |    51492866 |    51885194 |    51351268 |    51731796
    num misses                       |    14940383 |      546587 |      545410 |      541470 |      537564 |      559946 |      552385 |      550806 |      561488 |      549391 |      537172 |      544154
    miss rate                        |       0.64% |       1.06% |       1.05% |       1.05% |       1.05% |       1.08% |       1.07% |       1.07% |       1.09% |       1.06% |       1.05% |       1.05%
    mpki                             |        3.79 |        6.69 |        6.66 |        6.64 |        6.62 |        6.85 |        6.78 |        6.77 |        6.89 |        6.70 |        6.61 |        6.65
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    14941948 |      546632 |      545460 |      541516 |      537613 |      559995 |      552430 |      550854 |      561537 |      549436 |      537222 |      544203
    num misses                       |     6462443 |      281679 |      282512 |      281427 |      279180 |      282737 |      281865 |      280525 |      281139 |      283272 |      279304 |      282456
    miss rate                        |      43.25% |      51.53% |      51.79% |      51.97% |      51.93% |      50.49% |      51.02% |      50.93% |      50.07% |      51.56% |      51.99% |      51.90%
    mpki                             |        1.64 |        3.45 |        3.45 |        3.45 |        3.44 |        3.46 |        3.46 |        3.45 |        3.45 |        3.45 |        3.44 |        3.45
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   773982069 |    12660895 |    12683400 |    12626462 |    12567790 |    12665118 |    12612368 |    12592531 |    12619175 |    12709027 |    12584933 |    12674827
    num cache misses                 |     2653958 |        4511 |        1764 |        1650 |        1745 |        4695 |        1652 |        4512 |        1727 |        4485 |        1763 |        4534
    miss rate                        |       0.34% |       0.04% |       0.01% |       0.01% |       0.01% |       0.04% |       0.01% |       0.04% |       0.01% |       0.04% |       0.01% |       0.04%
    mpki                             |        0.67 |        0.06 |        0.02 |        0.02 |        0.02 |        0.06 |        0.02 |        0.06 |        0.02 |        0.05 |        0.02 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  2331216033 |    51676785 |    51769463 |    51534660 |    51276285 |    51677108 |    51479595 |    51377542 |    51492866 |    51885194 |    51351268 |    51731796
