                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5718664 |    5387468 |    5326452 |    5325821 |    5239981 |    5192650 |    5185350 |    5081032
  Cycles                             |    7155170 |    7155170 |    7155170 |    7155170 |    7155170 |    7155170 |    7155170 |    7155170
  IPC                                |       0.80 |       0.75 |       0.74 |       0.74 |       0.73 |       0.73 |       0.72 |       0.71
  Time (ns)                          |    2467300 |    2467300 |    2467300 |    2467300 |    2467300 |    2467300 |    2467300 |    2467300
  Idle time (ns)                     |        282 |     274030 |     276743 |     278044 |     279316 |     280612 |     281884 |     283179
  Idle time (%)                      |       0.0% |      11.1% |      11.2% |      11.3% |      11.3% |      11.4% |      11.4% |      11.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     539434 |     532085 |     520598 |     517585 |     500924 |     489427 |     487262 |     465422
  num incorrect                      |      12281 |       1688 |       1715 |       2435 |       2488 |       2658 |       2688 |       3051
  misprediction rate                 |      2.23% |      0.32% |      0.33% |      0.47% |      0.49% |      0.54% |      0.55% |      0.65%
  mpki                               |       2.15 |       0.31 |       0.32 |       0.46 |       0.47 |       0.51 |       0.52 |       0.60
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     448789 |     376010 |     364851 |     354485 |     343674 |     333317 |     322682 |     303513
    num misses                       |        133 |         23 |         23 |         23 |         23 |         23 |         21 |         21
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2205132 |    1952694 |    1930538 |    1941856 |    1890249 |    1871183 |    1869899 |    1845826
    num misses                       |       8109 |       6743 |       7238 |       6469 |       6626 |       6586 |       6492 |       6409
    miss rate                        |      0.37% |      0.35% |      0.37% |      0.33% |      0.35% |      0.35% |      0.35% |      0.35%
    mpki                             |       1.42 |       1.25 |       1.36 |       1.21 |       1.26 |       1.27 |       1.25 |       1.26
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       8242 |       6766 |       7261 |       6492 |       6649 |       6609 |       6513 |       6430
    num misses                       |        557 |        271 |        225 |        271 |        237 |        286 |        217 |        273
    miss rate                        |      6.76% |      4.01% |      3.10% |      4.17% |      3.56% |      4.33% |      3.33% |      4.25%
    mpki                             |       0.10 |       0.05 |       0.04 |       0.05 |       0.05 |       0.06 |       0.04 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     448789 |     376010 |     364851 |     354485 |     343674 |     333317 |     322682 |     303513
    num cache misses                 |       1854 |        136 |        136 |        136 |        136 |        136 |        131 |        137
    miss rate                        |      0.41% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.32 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2205132 |    1952694 |    1930538 |    1941856 |    1890249 |    1871183 |    1869899 |    1845826
    num cache misses                 |      77364 |      65424 |      65452 |      65099 |      65307 |      64262 |      63570 |      63300
    miss rate                        |      3.51% |      3.35% |      3.39% |      3.35% |      3.45% |      3.43% |      3.40% |      3.43%
    mpki                             |      13.53 |      12.14 |      12.29 |      12.22 |      12.46 |      12.38 |      12.26 |      12.46
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     107608 |      91987 |      92237 |      92074 |      91900 |      90377 |      89526 |      91698
    num cache misses                 |      56679 |      49634 |      49801 |      50095 |      48233 |      50032 |      49313 |      49771
    miss rate                        |     52.67% |     53.96% |     53.99% |     54.41% |     52.48% |     55.36% |     55.08% |     54.28%
    mpki                             |       9.91 |       9.21 |       9.35 |       9.41 |       9.20 |       9.64 |       9.51 |       9.80
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      88375 |      75948 |      76369 |      76655 |      77364 |      76048 |      75389 |      77878
    num cache misses                 |      34533 |      24631 |      24971 |      29514 |      25643 |      24309 |      24371 |      30251
    miss rate                        |     39.08% |     32.43% |     32.70% |     38.50% |     33.15% |     31.97% |     32.33% |     38.84%
    mpki                             |       6.04 |       4.57 |       4.69 |       5.54 |       4.89 |       4.68 |       4.70 |       5.95
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9431 |          0 |          0 |          0 |       9350 |          0 |          0 |          0
  average dram access latency (ns)   |     256.78 |        inf |        inf |        inf |     258.72 |        inf |        inf |        inf
  average dram queueing delay        |     195.53 |       0.00 |       0.00 |       0.00 |     197.47 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6560 |         17 |         15 |         13 |         40 |         19 |         19 |         24
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      19301 |      18772 |      18462 |      18492 |      19686 |      18250 |      18536 |      19189
