                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   75960646 |   78585013 |   83309091 |   81292149 |   79968656 |   78585702 |   79939692 |   81841037
  Cycles                             |   89955600 |   89955600 |   89955600 |   89955600 |   89955600 |   89955600 |   89955600 |   89955600
  IPC                                |       0.84 |       0.87 |       0.93 |       0.90 |       0.89 |       0.87 |       0.89 |       0.91
  Time (ns)                          |   22488900 |   22488900 |   22488900 |   22488900 |   22488900 |   22488900 |   22488900 |   22488900
  Idle time (ns)                     |       1124 |     186692 |     187175 |     187440 |     193565 |     214516 |     220808 |     217360
  Idle time (%)                      |       0.0% |       0.8% |       0.8% |       0.8% |       0.9% |       1.0% |       1.0% |       1.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    6854340 |    7801708 |    9389764 |    8716775 |    8262569 |    7823557 |    8275086 |    8904227
  num incorrect                      |       5828 |        591 |        704 |       1922 |        611 |       1926 |       2018 |       2706
  misprediction rate                 |      0.08% |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.02% |      0.03%
  mpki                               |       0.08 |       0.01 |       0.01 |       0.02 |       0.01 |       0.02 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10309285 |   10286282 |   10289704 |   10310642 |   10347610 |   10344538 |   10360545 |   10422957
    num misses                       |        118 |         24 |         22 |         22 |         24 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   27491511 |   27820552 |   28586641 |   28256414 |   28061102 |   27787321 |   28011382 |   28351394
    num misses                       |    1292154 |    1283314 |    1285494 |    1284764 |    1282349 |    1283922 |    1285803 |    1283258
    miss rate                        |      4.70% |      4.61% |      4.50% |      4.55% |      4.57% |      4.62% |      4.59% |      4.53%
    mpki                             |      17.01 |      16.33 |      15.43 |      15.80 |      16.04 |      16.34 |      16.08 |      15.68
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1292272 |    1283338 |    1285516 |    1284786 |    1282373 |    1283946 |    1285827 |    1283282
    num misses                       |     526157 |     521131 |     524199 |     528257 |     523189 |     525261 |     526533 |     519662
    miss rate                        |     40.72% |     40.61% |     40.78% |     41.12% |     40.80% |     40.91% |     40.95% |     40.49%
    mpki                             |       6.93 |       6.63 |       6.29 |       6.50 |       6.54 |       6.68 |       6.59 |       6.35
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10309285 |   10286282 |   10289704 |   10310642 |   10347610 |   10344538 |   10360545 |   10422957
    num cache misses                 |       5065 |       1161 |       1225 |       1187 |       1167 |       1164 |       1137 |       1271
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.07 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   27491511 |   27820552 |   28586641 |   28256414 |   28061102 |   27787321 |   28011382 |   28351394
    num cache misses                 |    1447975 |    1442275 |    1438243 |    1441074 |    1434713 |    1437844 |    1447366 |    1432541
    miss rate                        |      5.27% |      5.18% |      5.03% |      5.10% |      5.11% |      5.17% |      5.17% |      5.05%
    mpki                             |      19.06 |      18.35 |      17.26 |      17.73 |      17.94 |      18.30 |      18.11 |      17.50
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1545537 |    1532174 |    1531523 |    1538683 |    1522452 |    1528407 |    1541872 |    1527892
    num cache misses                 |     522501 |     512690 |     507510 |     510345 |     506772 |     507975 |     510949 |     507441
    miss rate                        |     33.81% |     33.46% |     33.14% |     33.17% |     33.29% |     33.24% |     33.14% |     33.21%
    mpki                             |       6.88 |       6.52 |       6.09 |       6.28 |       6.34 |       6.46 |       6.39 |       6.20
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     614903 |     600887 |     599011 |     606141 |     593149 |     596602 |     603444 |     600692
    num cache misses                 |     286461 |     269823 |     258241 |     278441 |     264859 |     270182 |     271816 |     275510
    miss rate                        |     46.59% |     44.90% |     43.11% |     45.94% |     44.65% |     45.29% |     45.04% |     45.87%
    mpki                             |       3.77 |       3.43 |       3.10 |       3.43 |       3.31 |       3.44 |       3.40 |       3.37
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     884481 |          0 |          0 |          0 |     882371 |          0 |          0 |          0
  average dram access latency (ns)   |     705.13 |        inf |        inf |        inf |     706.36 |        inf |        inf |        inf
  average dram queueing delay        |     643.88 |       0.00 |       0.00 |       0.00 |     645.11 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00% |      4.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     132954 |     119367 |     106665 |     112855 |     113152 |     117751 |     113666 |     108194
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      97083 |     100173 |      99406 |     110705 |      98634 |     100407 |     106294 |     108415
