                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2525414211 |  2533157107 |  2562489265 |  2571813481 |  2565363118 |  2566086094 |  2602696457 |  2592878877
  Cycles                             |   899738000 |   899738000 |   899738000 |   899738000 |   899738000 |   899738000 |   899738000 |   899738000
  IPC                                |        2.81 |        2.82 |        2.85 |        2.86 |        2.85 |        2.85 |        2.89 |        2.88
  Time (ns)                          |   224934500 |   224934500 |   224934500 |   224934500 |   224934500 |   224934500 |   224934500 |   224934500
  Idle time (ns)                     |         491 |      253458 |      254697 |      255675 |      256661 |      257609 |      258581 |      259634
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    12853615 |    15937017 |    29369227 |    32477080 |    30327456 |    30567258 |   313371558 |   310098842
  num incorrect                      |       55878 |       45562 |       40714 |       41317 |       40446 |       40316 |       32428 |       32431
  misprediction rate                 |       0.43% |       0.29% |       0.14% |       0.13% |       0.13% |       0.13% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   237288356 |   236970771 |   235978558 |   235978558 |   235978561 |   235978663 |   158651189 |   158651337
    num misses                       |         296 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1160732217 |  1161137402 |  1162588435 |  1164141799 |  1163067357 |  1163189978 |   928298498 |   926662534
    num misses                       |     1423310 |     1426641 |     1412752 |     1406806 |     1388010 |     1350563 |      919401 |      935808
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.10% |       0.10%
    mpki                             |        0.56 |        0.56 |        0.55 |        0.55 |        0.54 |        0.53 |        0.35 |        0.36
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1423606 |     1426679 |     1412790 |     1406844 |     1388048 |     1350601 |      919439 |      935846
    num misses                       |       36459 |       42230 |       37786 |       28530 |       27527 |       31647 |       23004 |       27730
    miss rate                        |       2.56% |       2.96% |       2.67% |       2.03% |       1.98% |       2.34% |       2.50% |       2.96%
    mpki                             |        0.01 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   237288356 |   236970771 |   235978558 |   235978558 |   235978561 |   235978663 |   158651189 |   158651337
    num cache misses                 |      274828 |      200791 |      198270 |      196380 |      201444 |      197998 |      193564 |      192510
    miss rate                        |       0.12% |       0.08% |       0.08% |       0.08% |       0.09% |       0.08% |       0.12% |       0.12%
    mpki                             |        0.11 |        0.08 |        0.08 |        0.08 |        0.08 |        0.08 |        0.07 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1160732217 |  1161137402 |  1162588435 |  1164141799 |  1163067357 |  1163189978 |   928298498 |   926662534
    num cache misses                 |    39377378 |    39092722 |    38732959 |    38704460 |    38710199 |    38727081 |    26396075 |    26360801
    miss rate                        |       3.39% |       3.37% |       3.33% |       3.32% |       3.33% |       3.33% |       2.84% |       2.84%
    mpki                             |       15.59 |       15.43 |       15.12 |       15.05 |       15.09 |       15.09 |       10.14 |       10.17
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    40060833 |    39728738 |    39380250 |    39356068 |    39261064 |    39375117 |    27004723 |    26885684
    num cache misses                 |     1999809 |     1883686 |     1670272 |     1571407 |     1582697 |     1780114 |     1183163 |     1270334
    miss rate                        |       4.99% |       4.74% |       4.24% |       3.99% |       4.03% |       4.52% |       4.38% |       4.72%
    mpki                             |        0.79 |        0.74 |        0.65 |        0.61 |        0.62 |        0.69 |        0.45 |        0.49
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2587906 |     2549626 |     2375744 |     2272712 |     2187089 |     2468969 |     1972198 |     1857066
    num cache misses                 |      427521 |      318539 |      318477 |      702572 |      561237 |      385522 |      261397 |      372401
    miss rate                        |      16.52% |      12.49% |      13.41% |      30.91% |      25.66% |      15.61% |      13.25% |      20.05%
    mpki                             |        0.17 |        0.13 |        0.12 |        0.27 |        0.22 |        0.15 |        0.10 |        0.14
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |       26774 |           0 |           0 |           0 |       26747 |           0 |           0 |           0
  average dram access latency (ns)   |      910.85 |         inf |         inf |         inf |      909.89 |         inf |         inf |         inf
  average dram queueing delay        |      849.60 |        0.00 |        0.00 |        0.00 |      848.64 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |        6830 |         199 |         190 |         191 |           5 |         193 |         200 |          42
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      395042 |      313092 |      312804 |      696693 |      535228 |      378884 |      254334 |      354475
