                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2524538355 |  2528066553 |  2547183378 |  2557255548 |  2550062582 |  2548660124 |  2540623198 |  2535455560
  Cycles                             |   985619140 |   985619140 |   985619140 |   985619140 |   985619140 |   985619140 |   985619140 |   985619140
  IPC                                |        2.56 |        2.56 |        2.58 |        2.59 |        2.59 |        2.59 |        2.58 |        2.57
  Time (ns)                          |   448008700 |   448008700 |   448008700 |   448008700 |   448008700 |   448008700 |   448008700 |   448008700
  Idle time (ns)                     |         409 |      328010 |      330099 |      331930 |      333696 |      335532 |      337336 |      339101
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    12563998 |    14240229 |    24266961 |    27624855 |    25227045 |    24758213 |   292680292 |   290957733
  num incorrect                      |       54947 |       45445 |       40591 |       40917 |       40446 |       40677 |       32429 |       32629
  misprediction rate                 |       0.44% |       0.32% |       0.17% |       0.15% |       0.16% |       0.16% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   237288218 |   236970771 |   235978558 |   235978558 |   235978558 |   235978411 |   158651338 |   158651190
    num misses                       |         209 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1160584293 |  1160289089 |  1160038221 |  1161715464 |  1160517680 |  1160285828 |   917953262 |   917091686
    num misses                       |     1377671 |     1404130 |     1404299 |     1401740 |     1358862 |     1402407 |      928545 |      947948
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.10% |       0.10%
    mpki                             |        0.55 |        0.56 |        0.55 |        0.55 |        0.53 |        0.55 |        0.37 |        0.37
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1377880 |     1404168 |     1404337 |     1401778 |     1358900 |     1402445 |      928583 |      947986
    num misses                       |       35618 |       40117 |       37283 |       30336 |       24712 |       33355 |       23402 |       23004
    miss rate                        |       2.58% |       2.86% |       2.65% |       2.16% |       1.82% |       2.38% |       2.52% |       2.43%
    mpki                             |        0.01 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   237288218 |   236970771 |   235978558 |   235978558 |   235978558 |   235978411 |   158651338 |   158651190
    num cache misses                 |      268141 |      202823 |      198763 |      194568 |      195369 |      198837 |      188068 |      189964
    miss rate                        |       0.11% |       0.09% |       0.08% |       0.08% |       0.08% |       0.08% |       0.12% |       0.12%
    mpki                             |        0.11 |        0.08 |        0.08 |        0.08 |        0.08 |        0.08 |        0.07 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1160584293 |  1160289089 |  1160038221 |  1161715464 |  1160517680 |  1160285828 |   917953262 |   917091686
    num cache misses                 |    13420592 |    13369596 |    12909461 |    12986862 |    12985176 |    12972121 |     9314234 |     9220213
    miss rate                        |       1.16% |       1.15% |       1.11% |       1.12% |       1.12% |       1.12% |       1.01% |       1.01%
    mpki                             |        5.32 |        5.29 |        5.07 |        5.08 |        5.09 |        5.09 |        3.67 |        3.64
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    14097603 |    14008107 |    13554257 |    13639867 |    13530486 |    13620998 |     9917480 |     9742589
    num cache misses                 |     2011161 |     1895331 |     1670815 |     1531993 |     1571802 |     1759759 |     1239632 |     1267315
    miss rate                        |      14.27% |      13.53% |      12.33% |      11.23% |      11.62% |      12.92% |      12.50% |      13.01%
    mpki                             |        0.80 |        0.75 |        0.66 |        0.60 |        0.62 |        0.69 |        0.49 |        0.50
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2600965 |     2557687 |     2369998 |     2243425 |     2173850 |     2440136 |     2031487 |     1868093
    num cache misses                 |      428235 |      318378 |      318683 |      702808 |      561650 |      386510 |      260681 |      372796
    miss rate                        |      16.46% |      12.45% |      13.45% |      31.33% |      25.84% |      15.84% |      12.83% |      19.96%
    mpki                             |        0.17 |        0.13 |        0.13 |        0.27 |        0.22 |        0.15 |        0.10 |        0.15
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |       26770 |           0 |           0 |           0 |       26748 |           0 |           0 |           0
  average dram access latency (ns)   |      303.79 |         inf |         inf |         inf |      303.85 |         inf |         inf |         inf
  average dram queueing delay        |      242.54 |        0.00 |        0.00 |        0.00 |      242.59 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |        6704 |         200 |         191 |         192 |          10 |         189 |         200 |          32
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      394396 |      312634 |      312402 |      696284 |      535712 |      379292 |      254088 |      346267
